
166,Kevin Sanchez,Second-Class Sportsman,31,89517868847,Men
167,Alexis Combs,Master of Sport,30,89114425297,Women
168,Jillian Copeland,Third-Class Sportsman,21,89513702550,Women
169,Michele Hinton,Third-Class Junior Sportsman,21,89675563642,Men
170,Samuel Murphy,Third-Class Sportsman,30,89488926620,Men
171,Stacy Collins,First-Class Sportsman,9,89208420983,Women
172,Samuel Lopez,Merited Master of Sport,19,89856403612,Men
173,Dominique Wilson,Third-Class Sportsman,18,89872330604,Men
174,Shaun Taylor,First-Class Sportsman,13,89014271691,Women
175,John Richards,Master of Sport,28,89952427592,Men
176,James Miller,First-Class Sportsman,14,89388025615,Men
177,David Gutierrez,First-Class Sportsman,40,89685337227,Women
178,Kimberly Newman,Third-Class Junior Sportsman,11,89938958406,Women
179,Lisa Baldwin,Second-Class Junior Sportsman,15,89514448736,Men
180,Brianna Ford,None,7,89978417534,Women
181,Michael Hurley,Merited Master of Sport,20,89772834340,Men
182,Peggy Lambert,Master of Sport of the International Class,32,89951713810,Women
183,George Torres MD,None,32,89116131875,Men
184,Haley Adams,Third-Class Sportsman,13,89438315564,Men
185,Nicole Ingram,First-Class Junior Sportsman,34,89549681432,Women
186,Diane Gardner,First-Class Junior Sportsman,27,89344029260,Men
187,Linda Mendoza,Master of Sport of the International Class,34,89680061552,Women
188,Juan Smith,Master of Sport of the International Class,15,89596727863,Women
189,Debra King,Second-Class Sportsman,35,89524409391,Women
190,Jeffrey Herrera,First-Class Sportsman,32,89831265244,Men
191,Kimberly Stone,Merited Master of Sport,25,89129049386,Women
192,David Hernandez,Candidate for Master of Sport,19,89971046798,Women
193,Kristin Reynolds,Master of Sport of the International Class,28,89101544104,Women
194,Mary Norris,Third-Class Sportsman,39,89837339746,Men
195,Frank Jensen,Second-Class Junior Sportsman,9,89703533705,Women
196,Martha Gentry,Second-Class Sportsman,10,89142312526,Women
197,Terry Kelley,None,24,89299886468,Women
198,Joshua Watson,Master of Sport of the International Class,40,89851065786,Men
199,Danielle Barr,Master of Sport of the International Class,18,89057719305,Men
200,Andrea Salas,Third-Class Sportsman,11,89148900396,Women
201,Stanley Hernandez,First-Class Junior Sportsman,17,89876731211,Women
202,Robert Yates Jr.,Second-Class Junior Sportsman,8,89985117299,Women
203,Laura Hodges,First-Class Sportsman,32,89667179173,Men
204,Gary Mueller,Second-Class Junior Sportsman,37,89869395629,Women
205,Alex Jones,First-Class Sportsman,7,89310109135,Men
206,William Mccoy,None,31,89845928295,Men
207,Joseph Perry,Merited Master of Sport,38,89211155825,Women
208,Thomas Vaughn,Master of Sport,13,89621405278,Men
209,Felicia Koch,Second-Class Junior Sportsman,24,89644913866,Men
210,Barbara Morales,First-Class Junior Sportsman,30,89093790384,Men
211,Adam Adkins,Second-Class Junior Sportsman,32,89666063859,Women
212,Jessica Brown,Third-Class Sportsman,26,89219196714,Women
213,Kim Walker,Third-Class Junior Sportsman,22,89628077760,Women
214,Jill Moody,Merited Master of Sport,31,89330929385,Men
215,Thomas Perez,None,27,89069693527,Women
216,Mariah Harrell,Master of Sport,21,89285342542,Men
217,Tiffany Maldonado,None,7,89296377633,Men
218,Martha Murphy,Merited Master of Sport,20,89872505471,Women
219,Kathryn Rivas,Second-Class Junior Sportsman,38,89470618473,Women
220,Theresa Mcdowell,Second-Class Junior Sportsman,18,89813889449,Men
221,Sherry Jordan,First-Class Junior Sportsman,30,89057426539,Women
222,Kimberly Taylor,Second-Class Sportsman,30,89331846925,Women
223,Michelle Warren,None,22,89570066444,Women
224,Shannon Armstrong,Third-Class Junior Sportsman,6,89856683465,Men
225,Joshua Ramirez,Candidate for Master of Sport,10,89680829008,Men
226,Lisa Valdez,None,10,89365245097,Women
227,Jamie Barr,Second-Class Junior Sportsman,19,89354707248,Women
228,Adam Ruiz,Master of Sport of the International Class,25,89598265592,Men
229,Bethany Sutton,Third-Class Junior Sportsman,21,89021033317,Women
230,Mario Hughes,Candidate for Master of Sport,7,89282287980,Men
231,Bryan Bautista,Second-Class Sportsman,30,89946547233,Men
232,Mark Francis,Second-Class Junior Sportsman,29,89379531990,Men
233,Tony Nguyen,First-Class Junior Sportsman,9,89620400204,Men
234,Jason Gray,None,9,89652628693,Women
235,David Allen,Master of Sport of the International Class,25,89560897080,Women
236,Brittany Flores,Third-Class Sportsman,14,89363269248,Men
237,Stephanie Robinson,Second-Class Sportsman,12,89287634764,Men
238,Stephanie Cortez,Merited Master of Sport,33,89796700136,Women
239,Julia Middleton,Second-Class Sportsman,21,89520487765,Women
240,Nicholas Martin,Master of Sport,14,89888650846,Men
241,Christine Thomas,Third-Class Sportsman,28,89272311092,Women
242,James Wells,Master of Sport,30,89607841359,Women
243,Matthew Houston,Merited Master of Sport,8,89470520552,Men
244,Denise Jordan,Second-Class Sportsman,21,89856615309,Men
245,Amber Cunningham,None,9,89258019762,Men
246,Henry Rivera,Second-Class Sportsman,7,89789935904,Women
247,Timothy Butler,None,37,89758210933,Men
248,Ashley Hayes,Second-Class Sportsman,7,89580007906,Women
249,Julie Lewis,First-Class Sportsman,20,89039648138,Women
250,Ashley Wilson,Second-Class Sportsman,31,89909643583,Women
251,Joel Knapp,Third-Class Junior Sportsman,39,89105364890,Women
252,Maurice Garza,Merited Master of Sport,13,89069299393,Women
253,Claire Scott DDS,Candidate for Master of Sport,8,89233601693,Women
254,Joel Singleton,Third-Class Sportsman,39,89972105677,Men
255,Lisa Harrell,Second-Class Junior Sportsman,33,89830671929,Men
256,Adam Hernandez,Third-Class Sportsman,11,89869524949,Men
257,Patricia Gonzalez,First-Class Sportsman,27,89113280625,Women
258,Alexander Yang,Master of Sport,28,89119942633,Men
259,Alyssa Price,Third-Class Sportsman,16,89049625074,Women
260,Thomas Miller,Master of Sport of the International Class,33,89393751575,Men
261,Shawn Choi,Second-Class Junior Sportsman,21,89025792434,Men
262,Richard Valentine,Master of Sport,7,89743982389,Men
263,Jason Watson,Master of Sport of the International Class,31,89932429095,Men
264,Ruben Horn,Merited Master of Sport,27,89159442916,Men
265,Alison Pena,Second-Class Sportsman,23,89283277812,Men
266,Loretta Bell,First-Class Junior Sportsman,37,89637686504,Men
267,Beth Parker,Merited Master of Sport,21,89543979219,Men
268,Kathryn Kim,Master of Sport,13,89353078332,Women
269,Brittany Cunningham,Third-Class Junior Sportsman,37,89779013013,Women
270,Christy Shaw,Second-Class Sportsman,28,89756615650,Women
271,Courtney Harrington,Second-Class Junior Sportsman,35,89547108565,Women
272,Chad Brady,Second-Class Junior Sportsman,12,89914083896,Women
273,Dr. Kayla Dodson,None,18,89892843799,Women
274,James Nelson,Second-Class Junior Sportsman,31,89733672594,Women
275,Sarah Alexander,Candidate for Master of Sport,19,89183902128,Men
276,Tommy Howell,None,16,89057724910,Women
277,Nicole Cain,First-Class Junior Sportsman,7,89656792496,Men
278,Cindy Cameron,Second-Class Junior Sportsman,22,89865562442,Women
279,Jimmy Lopez,Second-Class Junior Sportsman,36,89300426475,Women
280,Lisa Morris,Merited Master of Sport,24,89702740293,Women
281,Rodney Brown,Second-Class Junior Sportsman,36,89158817680,Women
282,Dawn Chan,Master of Sport,24,89177552428,Men
283,Chelsea Wang,Third-Class Junior Sportsman,25,89931337648,Women
284,Kimberly Hoffman,Candidate for Master of Sport,39,89283901878,Men
285,Samantha Bailey,First-Class Junior Sportsman,10,89677274589,Men
286,Mark Carpenter,None,31,89912907324,Men
287,Thomas Moore,First-Class Sportsman,37,89073306256,Men
288,Angela Perez,Merited Master of Sport,10,89553459210,Women
289,Mark Brown,Third-Class Junior Sportsman,9,89097949200,Women
290,Joseph Williams,None,7,89594642731,Men
291,Tammy Jones,Third-Class Sportsman,27,89959438107,Women
292,Jacqueline Ortega,Master of Sport of the International Class,26,89491647570,Women
293,Erin Jones,Second-Class Sportsman,22,89147923939,Women
294,Larry Giles,Candidate for Master of Sport,19,89612225508,Men
295,Linda Ross,Candidate for Master of Sport,9,89213602860,Women
296,Jennifer Dean,Candidate for Master of Sport,21,89562023776,Men
297,Bryan Hayden,Merited Master of Sport,28,89497972722,Women
298,Jennifer Perkins,Third-Class Sportsman,21,89621113291,Women
299,Jacqueline Steele,Third-Class Sportsman,6,89734503647,Men
300,Robert Macdonald,Master of Sport,6,89696813774,Men
301,Mikayla Williams,Second-Class Sportsman,36,89952650289,Women
302,Angela Garcia,Master of Sport,26,89302295611,Men
303,Rachel Jones,Second-Class Junior Sportsman,13,89359938626,Women
304,Jordan Burton,Candidate for Master of Sport,17,89428545165,Women
305,Victor Riley,Candidate for Master of Sport,40,89924378788,Women
306,Sarah Kim,Candidate for Master of Sport,37,89288168343,Men
307,Darin Fitzgerald,Third-Class Sportsman,38,89824967822,Men
308,Cameron Perez,First-Class Sportsman,26,89320994251,Women
309,Kristina Johnston,Second-Class Junior Sportsman,34,89072484264,Women
310,Nathan Martin,Master of Sport,36,89505075576,Women
311,Mitchell Decker,First-Class Junior Sportsman,9,89627199585,Men
312,Matthew Knight,Candidate for Master of Sport,15,89710505069,Men
313,John Cuevas,Third-Class Junior Sportsman,21,89543751631,Women
314,Elizabeth Johnson,Second-Class Sportsman,28,89047793945,Men
315,Dr. Jose Stephenson,Third-Class Sportsman,39,89810775127,Women
316,James Fuller,None,18,89171961766,Women
317,Ronald Smith,None,20,89906360189,Men
318,Logan Benson,Second-Class Junior Sportsman,8,89923362878,Women
319,Sarah Rojas,First-Class Junior Sportsman,7,89963791623,Women
320,Christopher Jones,None,14,89162287044,Women
321,Robert Villegas,Third-Class Sportsman,19,89479406691,Men
322,Brian Hull,Third-Class Junior Sportsman,31,89044488187,Men
323,Adrian Hall,None,40,89035278680,Men
324,Jennifer Jimenez,Third-Class Junior Sportsman,21,89797368283,Men
325,Matthew Gillespie,First-Class Sportsman,18,89008644525,Men
326,Cassandra Fuller,Master of Sport,32,89711434481,Women
327,Kathryn Mcintosh,None,7,89912913958,Men
328,Lisa Bell,Third-Class Sportsman,24,89610329967,Women
329,Kelli Ross,None,39,89402938429,Women
330,John Reynolds,Merited Master of Sport,38,89870719065,Men
331,Jasmine Gray,Master of Sport,29,89411258286,Men
332,Anthony Fowler,Third-Class Sportsman,31,89635597319,Men
333,Lauren Burnett,Third-Class Junior Sportsman,37,89634342423,Women
334,Matthew Ellison,None,28,89996207770,Men
335,Scott Ellis,Second-Class Sportsman,39,89798155491,Women
336,Anthony Espinoza,Master of Sport,16,89182799744,Men
337,Amanda Simmons,None,37,89888755218,Women
338,Kevin Benson,Master of Sport of the International Class,9,89772500214,Men
339,Tim Mcfarland,Master of Sport,7,89225161876,Women
340,Julie Scott,Second-Class Junior Sportsman,9,89810209732,Men
341,Christopher Payne,Candidate for Master of Sport,23,89766256924,Women
342,Anthony Wagner,Master of Sport,38,89534622232,Women
343,Christopher Hall,Second-Class Junior Sportsman,24,89470658270,Women
344,Melissa Holmes,First-Class Junior Sportsman,10,89620439300,Men
345,Lawrence Williams,Second-Class Junior Sportsman,38,89420456620,Men
346,Bradley Baker,Second-Class Sportsman,27,89633324667,Women
347,Andrea Bennett,Second-Class Sportsman,9,89661574524,Men
348,Joseph Mays,First-Class Junior Sportsman,30,89392874221,Men
349,Andrew Henderson,Third-Class Sportsman,29,89212877160,Women
350,Michael Valentine,Second-Class Junior Sportsman,10,89532070169,Men
351,Miss Christina Shah,Third-Class Sportsman,18,89922084779,Men
352,Carla Rivera,Second-Class Sportsman,38,89554044625,Women
353,Erin Lynch,Second-Class Sportsman,15,89632774455,Men
354,Cynthia Luna,Candidate for Master of Sport,20,89369444664,Women
355,Brandon Melendez,First-Class Sportsman,12,89046588093,Women
356,Courtney Cooper,First-Class Sportsman,25,89320454103,Men
357,Brian Cantu,Merited Master of Sport,6,89895147650,Women
358,Joseph Holland,First-Class Junior Sportsman,31,89779070033,Women
359,Jasmine Coleman,Candidate for Master of Sport,17,89447009193,Women
360,Robert Campbell,None,37,89520737324,Women
361,Jeff Ramirez,Second-Class Sportsman,34,89127774047,Women
362,Susan Beard,Master of Sport,37,89523784322,Women
363,Ana Ruiz,Third-Class Junior Sportsman,6,89140958022,Men
364,Dawn Rodriguez,Merited Master of Sport,37,89799916690,Men
365,Adam Green,Merited Master of Sport,27,89820918888,Women
366,Kimberly Lane,Master of Sport,31,89034494230,Women
367,Jean Wong,Merited Master of Sport,9,89949161926,Men
368,Kathy Ramsey,Candidate for Master of Sport,25,89157213017,Women
369,Christopher Pennington,Master of Sport,40,89676262840,Women
370,Elizabeth Collins DDS,Merited Master of Sport,19,89270152111,Women
371,Brittany Taylor,Third-Class Sportsman,9,89196689502,Men
372,Donald Thompson,First-Class Sportsman,29,89106934970,Men
373,Elizabeth Williams,First-Class Sportsman,38,89071983545,Men
374,Jean Glass,None,25,89773094291,Men
375,Donna Bauer,First-Class Sportsman,33,89844691983,Women
376,Joshua Singh,None,26,89476474648,Women
377,Dr. Kelly Gomez MD,First-Class Junior Sportsman,7,89115877815,Women
378,Charles Evans,None,23,89165862541,Men
379,James Jones MD,Merited Master of Sport,32,89415268588,Women
380,Debra Johnson,Third-Class Sportsman,22,89972993753,Women
381,Joel Hammond,Third-Class Junior Sportsman,25,89994736244,Men
382,Randall Banks,Third-Class Junior Sportsman,16,89650235836,Women
383,Gina Scott,Candidate for Master of Sport,25,89169938353,Women
384,Jacob Stein,Third-Class Junior Sportsman,29,89332532834,Women
385,Francisco Holt,Second-Class Sportsman,19,89700550643,Women
386,Jessica Villanueva,Master of Sport,28,89808386338,Men
387,Dr. Holly Guerra,Second-Class Sportsman,15,89513718866,Women
388,Lisa Clements,Master of Sport of the International Class,11,89659947524,Men
389,William Baldwin,Third-Class Junior Sportsman,24,89435225928,Men
390,Daniel Orr,Third-Class Junior Sportsman,10,89875511055,Men
391,Jamie Humphrey,Second-Class Junior Sportsman,39,89832393587,Women
392,Kelly Bailey,Candidate for Master of Sport,24,89025519642,Men
393,Michael Campbell,First-Class Sportsman,29,89553010367,Women
394,Elizabeth Thomas,Merited Master of Sport,22,89965076213,Women
395,Megan Wang,Third-Class Sportsman,7,89071520519,Women
396,Andrew Burke,Third-Class Junior Sportsman,7,89083616893,Men
397,Cassandra Sawyer,First-Class Junior Sportsman,24,89271847519,Men
398,Richard Smith,First-Class Junior Sportsman,20,89281708586,Men
399,Debbie Williams,None,21,89406442313,Men
400,Emily Nelson,Merited Master of Sport,8,89662952677,Men
401,Bethany George,Master of Sport,6,89981888993,Men
402,Brandon Evans,First-Class Sportsman,28,89308111720,Men
403,Anthony Thompson,Master of Sport of the International Class,17,89575460142,Women
404,Christopher Berry,Third-Class Sportsman,17,89688563754,Men
405,Diana Jackson,None,40,89864015697,Women
406,Cory Grant,Second-Class Sportsman,17,89602986883,Women
407,Caroline White,None,30,89779819281,Men
408,Taylor Andrews,Master of Sport,9,89766813499,Men
409,Janet Johnson DVM,Second-Class Junior Sportsman,14,89467863927,Men
410,Matthew Webb,First-Class Sportsman,36,89492647330,Women
411,Erin Larson,Candidate for Master of Sport,34,89306551131,Women
412,Lori Valenzuela,First-Class Sportsman,28,89981076690,Women
413,Linda Davis,First-Class Junior Sportsman,38,89921013795,Women
414,Sandra Willis,Third-Class Sportsman,25,89686379882,Men
415,Jordan Jones,Third-Class Junior Sportsman,14,89283661190,Women
416,Monica Joseph,Candidate for Master of Sport,37,89646980135,Men
417,Nicholas Mccann,Master of Sport of the International Class,40,89147686918,Men
418,Anthony Gonzalez,Master of Sport,15,89532983410,Men
419,Brian Payne,First-Class Junior Sportsman,31,89750933374,Men
420,Amy Marsh,Third-Class Sportsman,25,89623918958,Men
421,Mr. Matthew Barnes,First-Class Sportsman,19,89888760616,Women
422,Mary Weber,Third-Class Sportsman,6,89583651156,Women
423,Justin Landry,Second-Class Junior Sportsman,9,89563042662,Men
424,Deborah Moran,None,23,89557228446,Women
425,William Bennett,First-Class Junior Sportsman,16,89446208119,Women
426,Kevin Oliver,Third-Class Junior Sportsman,25,89444160253,Women
427,Deborah Cook,Candidate for Master of Sport,9,89773859663,Men
428,Christopher Garcia,Third-Class Junior Sportsman,33,89628753518,Men
429,Kelly Lee,Merited Master of Sport,27,89149731279,Men
430,Laura Fernandez,None,12,89691210707,Men
431,Cindy Holmes,First-Class Junior Sportsman,21,89003979722,Men
432,Carl Garcia,Candidate for Master of Sport,25,89832059702,Women
433,Brandon Wilson,Master of Sport of the International Class,18,89651843247,Men
434,Eric Benitez,First-Class Junior Sportsman,12,89162015237,Women
435,Gary Hunt,Merited Master of Sport,15,89663429877,Women
436,Joshua Keith,Master of Sport,28,89855547666,Women
437,Michael Odom,None,11,89402347331,Men
438,Jennifer Henderson,Second-Class Sportsman,6,89545862553,Women
439,Victor James,Merited Master of Sport,15,89623560966,Men
440,Chelsey Jefferson,Master of Sport,23,89757396467,Women
441,Nicole Chang,Master of Sport,31,89048025097,Women
442,Shannon Martinez,First-Class Sportsman,40,89021629338,Women
443,John Henry,Merited Master of Sport,29,89804680128,Men
444,Lisa Garcia,Second-Class Sportsman,13,89200902874,Men
445,Jay Chang,Master of Sport,39,89521128148,Men
446,Cole Davis,Master of Sport,26,89491531443,Women
447,Scott Lewis,First-Class Junior Sportsman,6,89690915543,Men
448,Alexandra Maynard,Second-Class Junior Sportsman,11,89245258670,Men
449,Michelle Phillips,First-Class Junior Sportsman,27,89590155516,Women
450,Andrea Patel,Master of Sport,26,89457156338,Women
451,George Boyer,Second-Class Sportsman,28,89589951149,Women
452,Justin Johnston,Merited Master of Sport,38,89419582383,Men
453,Marcus Baker,First-Class Junior Sportsman,15,89278372331,Women
