
140,Kevin Jones,Candidate for Master of Sport,45,29,89091225840,Women
141,Brian Garcia,Master of Sport of the International Class,26,26,89418130242,Women
142,Holly Thomas,Merited Master of Sport,46,57,89088276222,Women
143,Jesse Barron,Master of Sport,32,59,89640358832,Men
144,Robert Arnold,Merited Master of Sport,23,20,89022386231,Men
145,Sara Bennett,Master of Sport of the International Class,23,24,89203063812,Men
146,Amanda Reynolds,First-Class Sportsman,34,70,89483922098,Women
147,Kendra Miller PhD,Master of Sport of the International Class,14,20,89522718117,Women
148,April Wilson,Merited Master of Sport,23,69,89451077847,Men
149,Daniel Lara,First-Class Sportsman,29,57,89204898814,Women
150,Caitlin Lloyd,Master of Sport,51,42,89332399712,Women
151,Jennifer Wright,Merited Master of Sport,16,34,89324756994,Men
152,Jacqueline Hale,Merited Master of Sport,52,27,89385414637,Women
153,Jacob Mitchell,Candidate for Master of Sport,11,37,89315345318,Men
154,Kevin Newman,Master of Sport,48,24,89711192347,Men
155,Denise May,Master of Sport of the International Class,15,43,89751784678,Women
156,Tracy Hernandez,Master of Sport of the International Class,43,34,89240274712,Men
157,Christopher Barker,Master of Sport of the International Class,47,21,89036018994,Women
158,Julie Fleming,Candidate for Master of Sport,21,66,89649655634,Women
159,Christopher Gomez,Merited Master of Sport,26,43,89989786290,Women
160,Karina Ramirez,First-Class Sportsman,26,20,89227483550,Women
161,Anne Gray,Candidate for Master of Sport,39,22,89621949779,Men
162,Darius Miranda,Candidate for Master of Sport,6,64,89647969180,Women
163,Jose Robinson,First-Class Sportsman,31,21,89760853884,Women
164,David Hill,Master of Sport,45,40,89549488449,Men
165,Jane Morse,Master of Sport of the International Class,27,66,89799276199,Men
166,Ashley Johnson,Merited Master of Sport,32,61,89815867066,Women
167,Peter Shields,Candidate for Master of Sport,38,66,89018531878,Women
168,Caroline Winters DDS,Candidate for Master of Sport,30,20,89670218341,Women
169,Terry Adams,Merited Master of Sport,47,41,89976435226,Men
170,Matthew Logan,Master of Sport,27,47,89651333754,Women
171,Sarah Baxter,First-Class Sportsman,24,45,89753200587,Women
172,April Walker,Master of Sport,42,70,89849498453,Women
173,Sharon Garrison,Candidate for Master of Sport,18,69,89473157533,Men
174,Christopher Lucas,Candidate for Master of Sport,26,37,89639935539,Women
175,Chad Francis,First-Class Sportsman,34,21,89303350808,Men
176,Nicole Nichols,Merited Master of Sport,21,66,89778664889,Men
177,Shawn Castillo,First-Class Sportsman,47,46,89843942540,Men
178,Ms. Meghan Bradley,First-Class Sportsman,7,55,89989043894,Men
179,Melinda Mclaughlin,Candidate for Master of Sport,20,59,89624349745,Women
180,Shirley Hayes,Merited Master of Sport,44,64,89833990320,Men
181,John Flores,Master of Sport of the International Class,26,29,89181946960,Women
182,Renee Lewis,Master of Sport of the International Class,9,45,89123490814,Men
183,Eric Andrade,Merited Master of Sport,45,28,89117861176,Men
184,Angelica Burke,Master of Sport,10,20,89911582183,Women
185,Brian Bennett,Merited Master of Sport,37,50,89216234329,Women
186,Michael Underwood,Merited Master of Sport,51,35,89154604243,Women
187,Diana Carlson,Master of Sport of the International Class,48,19,89146261370,Women
188,Lindsay Lopez,First-Class Sportsman,31,35,89546487700,Women
189,Bryan Rice,First-Class Sportsman,37,39,89437152547,Men
190,Anne Roy,Master of Sport,18,18,89988148876,Women
191,Hannah Webster,Candidate for Master of Sport,6,33,89072228927,Women
192,Brittney Benson,Master of Sport of the International Class,14,24,89433292156,Men
193,Melissa Gibson,Master of Sport,7,64,89986257434,Women
194,Amber Carlson,First-Class Sportsman,26,60,89961284349,Men
195,David Thomas,Master of Sport,41,64,89999867146,Women
196,Matthew Williams,Merited Master of Sport,32,64,89814366079,Women
197,Laura Shepherd,Merited Master of Sport,13,25,89291129554,Men
198,Jacqueline Navarro,Master of Sport of the International Class,50,36,89444155576,Men
199,Mr. Matthew Martin II,Master of Sport,34,47,89228868107,Women
200,Stephanie Mcmillan,Master of Sport of the International Class,33,58,89492667313,Men
201,Lisa Hernandez,First-Class Sportsman,30,46,89364208821,Women
202,David Garcia,Candidate for Master of Sport,21,33,89618842646,Men
203,Samantha Green,Candidate for Master of Sport,10,59,89686028964,Men
204,Karen Craig,Master of Sport,20,31,89500361895,Women
205,Frank Gomez,First-Class Sportsman,21,61,89611394632,Men
206,Emily Johnson,First-Class Sportsman,25,27,89968816096,Women
207,Mary Webb,Master of Sport,25,33,89755138721,Men
208,Susan Daniel,Master of Sport of the International Class,18,58,89233996548,Women
209,Jennifer Ortiz,Merited Master of Sport,14,55,89273613169,Women
210,Jeremy Best,Master of Sport,22,24,89544640094,Women
211,Tammy Lee,First-Class Sportsman,36,35,89706905987,Men
212,Isabella Holmes,First-Class Sportsman,49,59,89247938322,Women
213,Angela Steele,Master of Sport of the International Class,30,35,89287369263,Women
214,Jonathan Spears,Candidate for Master of Sport,43,63,89834810647,Men
215,Dana Bell,First-Class Sportsman,38,31,89394927839,Men
216,Patricia Poole MD,Master of Sport of the International Class,13,40,89614302532,Women
217,Jeremy Martin,Master of Sport of the International Class,30,48,89354242787,Men
218,Theresa Torres,Merited Master of Sport,37,28,89163125970,Women
219,Michael Figueroa,Candidate for Master of Sport,32,23,89282542667,Women
220,Dylan Miller,First-Class Sportsman,37,49,89980854596,Women
221,Martha Dixon PhD,Candidate for Master of Sport,7,68,89301960753,Women
222,Roy Fitzpatrick,Candidate for Master of Sport,43,69,89815167005,Women
223,Amanda Meza,Master of Sport,18,64,89954525306,Women
224,Robert Bird,Merited Master of Sport,22,26,89285636579,Men
225,Sharon Sharp,Master of Sport,52,59,89485225896,Women
226,Patricia Stevenson,Master of Sport,21,69,89304205206,Women
227,Emma Warren,Candidate for Master of Sport,6,20,89579770129,Men
228,Dylan Barker,First-Class Sportsman,11,20,89735021853,Women
229,Michael Nelson,Master of Sport of the International Class,30,18,89431333814,Men
230,Traci Howard,First-Class Sportsman,33,56,89648515686,Women
231,Jason Patton MD,First-Class Sportsman,43,27,89945589071,Women
232,Matthew Scott,Candidate for Master of Sport,30,60,89115737057,Women
233,Scott Torres,Merited Master of Sport,21,23,89125478200,Men
234,Emily Brown,Master of Sport of the International Class,13,43,89331308627,Women
235,Daniel Lee,Merited Master of Sport,21,41,89778657802,Women
236,Sarah Gonzalez,Master of Sport,43,48,89202128850,Women
237,Donald Haney,Master of Sport,40,39,89224442488,Women
238,Larry Wagner,Master of Sport,16,41,89645238190,Women
239,Joseph Torres,Candidate for Master of Sport,10,60,89172527203,Men
240,Christopher Edwards,Master of Sport,19,34,89962636295,Men
241,Anthony Walker,Candidate for Master of Sport,44,40,89069033723,Men
242,Lindsay Smith,Merited Master of Sport,36,56,89300081808,Women
243,Jessica Valdez,Merited Master of Sport,40,23,89886356516,Men
244,Mia Craig,Merited Master of Sport,30,48,89916636743,Men
245,James Callahan,Candidate for Master of Sport,10,37,89672901518,Women
246,Zachary Carlson,First-Class Sportsman,18,29,89411567316,Men
247,Annette Clark,Master of Sport of the International Class,31,29,89050896928,Women
248,Jill Wright,First-Class Sportsman,39,54,89300586579,Men
249,Dorothy Zimmerman,Master of Sport of the International Class,13,28,89421982814,Women
250,Mr. Matthew Scott,Candidate for Master of Sport,19,56,89829717805,Men
251,Anthony Ramirez,Master of Sport of the International Class,43,26,89029215013,Men
252,Olivia Greene,Merited Master of Sport,41,64,89020341528,Men
253,Michael Wilson,Master of Sport,25,22,89700275669,Women
254,Lisa Castro,First-Class Sportsman,33,21,89186147814,Women
255,Clinton Snyder,Master of Sport,44,56,89154192858,Men
256,John Pope,Master of Sport of the International Class,32,38,89740332245,Men
257,Deborah Myers,Merited Master of Sport,49,19,89216616548,Men
258,Michelle Stephens,Master of Sport,29,56,89992332144,Women
259,Billy Sanchez,Merited Master of Sport,9,26,89680162572,Women
260,Kristin Mercado,Master of Sport of the International Class,12,35,89500311464,Women
261,Denise Warren,Master of Sport,20,35,89992789312,Women
262,Denise Mcguire,First-Class Sportsman,41,53,89273258334,Women
263,Todd Huynh,First-Class Sportsman,9,58,89649383371,Women
264,Diane Romero,Candidate for Master of Sport,15,48,89082659454,Women
265,Pamela Andersen,Master of Sport of the International Class,17,28,89335009646,Women
266,Leslie Castro,Merited Master of Sport,33,68,89045368265,Women
267,Edward Barrett,Candidate for Master of Sport,9,67,89272415672,Women
268,Melissa Saunders,Candidate for Master of Sport,43,56,89518954308,Women
269,Lauren Baker,First-Class Sportsman,30,30,89559729640,Women
270,Curtis Reynolds,First-Class Sportsman,49,30,89208718529,Men
271,Phillip Robinson,Merited Master of Sport,30,46,89933174708,Women
272,Jeremy Nicholson,Master of Sport of the International Class,25,43,89423100366,Men
273,Joseph Bauer,First-Class Sportsman,43,60,89757459411,Men
274,Jordan Shaw,Candidate for Master of Sport,15,66,89313248487,Women
275,Dr. Donald Gonzalez,First-Class Sportsman,37,35,89875881760,Men
276,Joseph White,Master of Sport,35,22,89078008854,Women
277,John Jensen,Master of Sport of the International Class,49,25,89956316841,Women
278,Jessica Grant,Master of Sport of the International Class,15,45,89398590130,Women
279,Carla Kent,Master of Sport,16,24,89162317379,Women
280,Jamie Jensen,Merited Master of Sport,11,30,89789366695,Women
281,Debbie Crane,First-Class Sportsman,28,39,89281129132,Men
282,Denise Smith,Merited Master of Sport,50,52,89922241135,Men
283,Kimberly Cooper,Merited Master of Sport,14,65,89958380790,Men
284,Michael Allen,Master of Sport of the International Class,47,40,89844602700,Women
285,Sarah Morris,Master of Sport,28,42,89832375325,Men
286,Melissa Cline,First-Class Sportsman,49,30,89937849406,Women
287,Daniel Rodriguez,Merited Master of Sport,10,40,89284978859,Men
288,Paula Montoya,Candidate for Master of Sport,36,58,89301897391,Women
289,Dave Boyd,Master of Sport of the International Class,31,27,89014414941,Men
290,Susan Lewis,Master of Sport,26,29,89207100459,Women
291,Steven Green,Master of Sport of the International Class,35,32,89886341952,Women
292,Teresa Thomas,Master of Sport,25,49,89895259771,Women
293,Angel Mcmahon,First-Class Sportsman,45,40,89685869998,Men
294,Amy Scott,Candidate for Master of Sport,23,27,89877731176,Men
295,Jeffrey Cole,First-Class Sportsman,32,61,89203154838,Men
296,Christopher Stone,Candidate for Master of Sport,6,29,89879880933,Men
297,Melissa Stanton,First-Class Sportsman,13,51,89475624153,Men
298,Stacey Aguilar,First-Class Sportsman,25,44,89687840539,Men
299,Corey George,First-Class Sportsman,48,51,89861718989,Women
300,Sherry Johnson,Master of Sport of the International Class,18,35,89852706150,Men
301,Donna Duarte,Master of Sport,17,42,89736683320,Women
302,Bryan Reyes,Master of Sport of the International Class,22,70,89065832982,Women
303,Andrea Bowen,First-Class Sportsman,52,67,89890536457,Men
304,Amber Larson,Candidate for Master of Sport,34,48,89693030106,Men
305,Elizabeth Hogan,Candidate for Master of Sport,39,33,89181375262,Women
306,Alicia Leach,Merited Master of Sport,15,39,89600339479,Men
307,Daniel Donovan,Candidate for Master of Sport,13,66,89014303312,Women
308,Adam Daniels,Merited Master of Sport,52,20,89057053023,Women
309,Shannon Randall,Master of Sport,26,62,89375597573,Men
310,Erica Armstrong,Master of Sport of the International Class,20,69,89821967657,Women
311,David Good,Master of Sport,44,45,89293338125,Women
312,Julie Romero,Master of Sport of the International Class,20,36,89649068864,Women
313,Samuel Lee,Merited Master of Sport,10,62,89395855700,Women
314,David Lane,Merited Master of Sport,32,53,89995389913,Men
315,James Johnson,First-Class Sportsman,9,39,89217156993,Women
316,Seth Schmidt,Merited Master of Sport,20,46,89976979769,Women
317,Brent Mathews,First-Class Sportsman,29,66,89957512662,Men
318,Johnny Moore,Master of Sport of the International Class,34,34,89890082869,Men
319,Eric Smith,First-Class Sportsman,29,20,89385641558,Women
320,Sarah Porter,Candidate for Master of Sport,36,61,89258369473,Women
321,Corey Smith,Master of Sport,22,52,89808020508,Women
322,Jay Cole,Candidate for Master of Sport,28,66,89654583466,Women
323,Heather Reid,Merited Master of Sport,6,31,89011407279,Women
324,Charles Fowler,Merited Master of Sport,21,19,89979054423,Men
325,Edwin Moore,First-Class Sportsman,11,49,89199612118,Men
326,Jasmine Lambert,First-Class Sportsman,16,30,89420615775,Women
327,Joseph Harrison,First-Class Sportsman,17,48,89141646675,Men
328,Kenneth Craig,Master of Sport,18,41,89831955637,Men
329,Janice Potter,Master of Sport,38,50,89906257321,Women
330,Kayla Powell,Merited Master of Sport,38,69,89013459800,Men
331,Maria Butler,Merited Master of Sport,39,44,89510085303,Women
332,Amanda Mann,Master of Sport,38,40,89686269875,Men
333,Matthew Jackson,First-Class Sportsman,20,25,89699669546,Men
334,Alyssa Leon,First-Class Sportsman,48,59,89470287110,Women
335,Cody Clarke,Merited Master of Sport,33,61,89710730940,Women
336,Robert Hogan,First-Class Sportsman,17,48,89043784011,Men
337,Robert Flowers,Candidate for Master of Sport,30,45,89792793483,Women
338,Lisa Chambers,Master of Sport,44,41,89831132109,Women
339,Alison Cervantes,Merited Master of Sport,52,57,89774932323,Men
340,Richard Clements,Merited Master of Sport,50,66,89129984877,Women
341,Kevin Nielsen,Candidate for Master of Sport,36,27,89849003486,Women
342,Susan Jones,Master of Sport of the International Class,37,45,89887650568,Women
343,Brenda Snow,Candidate for Master of Sport,19,67,89176906589,Men
344,Scott Barrera,Master of Sport of the International Class,32,39,89522436399,Women
345,Amanda Davis,Merited Master of Sport,18,34,89995282643,Men
346,Michael Smith,Candidate for Master of Sport,36,46,89067639747,Men
347,William Phillips,Merited Master of Sport,15,63,89930419009,Men
348,Kenneth Newman,First-Class Sportsman,50,55,89842246557,Women
349,Nichole Stone,Master of Sport of the International Class,12,30,89982722613,Women
350,Danielle Velasquez,First-Class Sportsman,13,35,89363208216,Women
351,Susan Wilson,Candidate for Master of Sport,20,22,89835577101,Men
352,Benjamin Herrera,Candidate for Master of Sport,43,60,89029030070,Women
353,Mark Lopez,Candidate for Master of Sport,52,27,89098235874,Women
354,Laura Murphy,Master of Sport of the International Class,20,67,89199541464,Men
355,Shannon Adams,First-Class Sportsman,35,60,89672068373,Women
356,Kevin Williams,Candidate for Master of Sport,10,19,89702721810,Men
357,Mrs. Erin Lawrence,Master of Sport,45,28,89160335456,Women
358,Nicole Jones,First-Class Sportsman,24,66,89209045989,Men
359,Crystal Moody,Merited Master of Sport,39,68,89028497342,Men
360,Jeffrey Baker,Candidate for Master of Sport,24,61,89303666679,Men
361,Benjamin Mclean,First-Class Sportsman,38,31,89323722564,Women
362,Carolyn Wade,Master of Sport,52,52,89658121417,Women
363,Amy Watson,Candidate for Master of Sport,17,20,89597307274,Men
364,Mr. John Ortiz,First-Class Sportsman,31,49,89882357391,Men
365,Angela Blackwell,Master of Sport,12,24,89648171780,Men
366,Nicole Campbell,Candidate for Master of Sport,21,44,89646935401,Men
367,Brett Hogan,Merited Master of Sport,36,52,89827259698,Men
368,Cory Mcdowell,First-Class Sportsman,38,64,89395565651,Men
369,Leslie Nguyen,Master of Sport of the International Class,21,25,89680698093,Women
370,Terry Preston,Merited Master of Sport,24,39,89048419097,Men
371,Paul George,Master of Sport of the International Class,20,25,89844884907,Women
372,Stephen Copeland,Candidate for Master of Sport,11,42,89185105823,Women
373,Scott Williams,Master of Sport,49,68,89082721315,Men
374,Stephanie Lutz,Candidate for Master of Sport,35,50,89813282630,Women
375,Elizabeth Sanchez,Master of Sport of the International Class,52,60,89028706490,Women
376,Alex Gonzalez,Master of Sport of the International Class,37,51,89319656270,Women
377,Tara Martinez,First-Class Sportsman,21,44,89277551721,Women
378,Joshua Hughes,Master of Sport,19,24,89137131952,Men
379,Michael Williamson MD,First-Class Sportsman,12,43,89789666231,Women
380,Melissa Hale,First-Class Sportsman,30,43,89438421179,Women
381,Gabriela Ortega,Master of Sport,39,55,89109919442,Men
382,Hannah Lang,First-Class Sportsman,47,26,89942912309,Women
383,Randall King,Master of Sport,17,47,89018349185,Men
384,Justin Jensen,Master of Sport of the International Class,37,52,89056725307,Men
385,James Holden,Merited Master of Sport,16,59,89156719835,Men
386,Janet Richardson,First-Class Sportsman,9,53,89267930091,Women
387,Linda Watson,Merited Master of Sport,17,20,89111668649,Women
388,Christopher Jenkins DVM,First-Class Sportsman,15,68,89451309407,Women
389,Tracy Brooks,Merited Master of Sport,24,58,89559058983,Women
390,Julie Yang,Candidate for Master of Sport,9,36,89726608940,Men
391,Madison Le,Merited Master of Sport,26,37,89345725421,Men
392,Joseph Wade,Merited Master of Sport,22,69,89940040371,Men
393,Anthony Huffman,Merited Master of Sport,37,45,89528495580,Women
394,Jessica Young,Master of Sport,33,20,89630536388,Men
395,Matthew Blackwell,Merited Master of Sport,17,40,89110457136,Men
396,Kimberly Robinson,Master of Sport of the International Class,31,69,89537431178,Women
397,Michelle Dawson,First-Class Sportsman,23,59,89605101629,Women
398,Tiffany Rice,Master of Sport,11,68,89630733110,Men
399,Jason Morse,Candidate for Master of Sport,51,52,89069899807,Women
400,Terry Ramirez,Merited Master of Sport,39,30,89321207939,Women
401,Shannon Pittman,First-Class Sportsman,10,39,89300212028,Women
402,Allen Rojas DVM,Merited Master of Sport,44,28,89736560852,Women
403,Yvonne Harrison,First-Class Sportsman,44,65,89763748763,Men
404,Oscar Phillips,Master of Sport,51,43,89594752957,Men
405,Emily Smith,First-Class Sportsman,25,63,89504068852,Women
406,Tamara Soto,Merited Master of Sport,12,67,89240296356,Women
407,Whitney Stein,First-Class Sportsman,49,30,89803727930,Men
408,Matthew Murphy,Candidate for Master of Sport,41,43,89674383420,Men
409,Jordan Newman,Candidate for Master of Sport,47,42,89600981925,Men
410,Gregory Gallagher,First-Class Sportsman,30,29,89413295915,Men
411,Susan Evans,Candidate for Master of Sport,19,28,89458965043,Women
412,David Logan,First-Class Sportsman,7,28,89924280225,Men
413,Gerald Golden,Master of Sport,26,19,89027946527,Men
414,Laura Dixon,Master of Sport,17,29,89298250997,Women
415,Kyle Mills,Merited Master of Sport,31,29,89343937547,Women
416,Donald Garcia,Candidate for Master of Sport,12,64,89530414691,Women
417,Jose Armstrong,Master of Sport,8,48,89343980960,Women
418,Leah Higgins,Merited Master of Sport,13,30,89987125184,Women
419,Jaime Hardin,First-Class Sportsman,21,61,89290752270,Men
420,Walter Walsh,First-Class Sportsman,47,18,89258267298,Women
421,Anne Novak,Master of Sport of the International Class,49,44,89732159904,Men
422,Ralph Mueller,First-Class Sportsman,49,23,89223329430,Women
423,Jessica Gordon,First-Class Sportsman,51,64,89628372606,Men
424,Caleb Wheeler,Master of Sport,36,39,89047117074,Women
425,Clifford Travis,First-Class Sportsman,35,34,89761560068,Men
426,Christian Ramirez,Merited Master of Sport,8,60,89738493147,Women
427,Christopher Lewis,Master of Sport,27,55,89151682821,Men
428,Stephanie Moon,Master of Sport,18,33,89698683681,Men
429,Brian May MD,Master of Sport,38,54,89590159216,Women
430,John Miller,Merited Master of Sport,45,68,89317414598,Men
