
47,Mr. Mark Munoz MD,Third-Class Junior Sportsman,38,89410321530,Men
48,Suzanne Lewis,Second-Class Junior Sportsman,40,89776520460,Women
49,Michael Allen,Third-Class Junior Sportsman,8,89412993345,Women
50,Mary Bullock,Second-Class Sportsman,18,89154904889,Men
51,James Frank,Merited Master of Sport,13,89085035324,Women
52,Sydney Martinez,Third-Class Junior Sportsman,24,89568052681,Men
53,Nancy Moore,Merited Master of Sport,12,89440276769,Women
54,Madison Reynolds,Master of Sport of the International Class,20,89745015658,Women
55,John Bradley,Second-Class Junior Sportsman,26,89877810721,Men
56,Manuel Osborn,Merited Master of Sport,23,89253621804,Women
57,Rebecca Logan,Merited Master of Sport,11,89124135245,Men
58,Joshua Davis,First-Class Sportsman,20,89043560767,Men
59,Jessica Watson,Master of Sport of the International Class,10,89017130617,Women
60,Valerie Pratt,Third-Class Sportsman,40,89708294029,Women
61,Jennifer Lara,Second-Class Sportsman,24,89987738664,Women
62,Ryan Martin,Merited Master of Sport,8,89572879609,Women
63,Alexis Patel,Third-Class Sportsman,29,89896593697,Men
64,Kyle Morris,First-Class Sportsman,25,89900409002,Women
65,Chase Bauer,Third-Class Junior Sportsman,27,89930185947,Men
66,Charles Tucker,Merited Master of Sport,24,89965293099,Men
67,Shelley Carlson,Second-Class Junior Sportsman,16,89615925831,Men
68,Nicolas Murray,First-Class Junior Sportsman,11,89434266514,Women
69,Brittany Martinez,Second-Class Sportsman,10,89551109561,Men
70,Christopher Shannon,None,15,89265124999,Women
71,Audrey Bradford,Third-Class Junior Sportsman,15,89609764865,Men
72,John Benson,First-Class Sportsman,40,89313120816,Men
73,Teresa Dixon,Master of Sport,28,89346387416,Women
74,Timothy Ellison,First-Class Sportsman,27,89732163533,Women
75,Jerry Rogers,Third-Class Sportsman,32,89075026623,Men
76,Carol Miller,Third-Class Sportsman,30,89967199501,Men
77,Pamela Garrett,Third-Class Junior Sportsman,15,89095024509,Men
78,Vanessa Carr,First-Class Junior Sportsman,17,89789905183,Women
79,Patrick Wilson,Candidate for Master of Sport,9,89884595668,Men
80,David Day,Third-Class Sportsman,38,89648781529,Men
81,Rebecca Hernandez,Master of Sport of the International Class,40,89858877401,Men
82,Martha Ballard,Candidate for Master of Sport,24,89073647893,Women
83,Michael Carrillo,Candidate for Master of Sport,31,89979074434,Men
84,Daniel Rhodes,Master of Sport,40,89612664849,Men
85,Bryan Butler,Third-Class Sportsman,10,89978769324,Men
86,Miss Nicole Brady,Master of Sport of the International Class,34,89893542695,Men
87,Jennifer Patterson,Second-Class Sportsman,26,89066558073,Men
88,Mrs. Morgan Smith,Second-Class Junior Sportsman,17,89323310068,Men
89,Ryan Moore,Second-Class Junior Sportsman,21,89758655128,Women
90,Douglas Wade,First-Class Junior Sportsman,14,89760984026,Men
91,Angela Ortiz,Third-Class Sportsman,40,89773320286,Women
92,Stephanie Shah,Candidate for Master of Sport,35,89953445683,Men
93,Mckenzie Williams,Second-Class Junior Sportsman,9,89377027534,Men
94,Brittany Gamble,First-Class Junior Sportsman,7,89184747509,Women
95,Beverly Hill,First-Class Sportsman,9,89575447367,Women
96,Zachary Ballard,Candidate for Master of Sport,9,89112350820,Men
97,Jeffery Richardson,Third-Class Junior Sportsman,21,89862325602,Women
98,Scott Carroll,Master of Sport,23,89702791105,Men
99,Mrs. Angela Walls,Master of Sport of the International Class,37,89232075614,Men
100,Brad Gilbert MD,First-Class Junior Sportsman,24,89938376459,Men
101,Victoria Calderon,Second-Class Sportsman,13,89921225079,Men
102,Nicholas Palmer,Second-Class Sportsman,19,89018161197,Women
103,Melissa Carney,First-Class Junior Sportsman,17,89710226476,Men
104,Terry Davis,Second-Class Junior Sportsman,30,89231346927,Men
105,Angela Flores,Master of Sport of the International Class,35,89332484692,Men
106,Lisa Garrett,Merited Master of Sport,31,89816862693,Men
107,Roberto Taylor,First-Class Sportsman,8,89840780728,Men
108,Sarah Smith,Merited Master of Sport,15,89611246079,Women
109,Cody Proctor,Second-Class Junior Sportsman,22,89959403281,Men
110,Tyler Davis,Master of Sport of the International Class,29,89687728208,Men
111,Carol Montoya,Merited Master of Sport,39,89528337118,Women
112,Edward Palmer,None,35,89498751697,Men
113,Tracey Kane,First-Class Junior Sportsman,32,89460916463,Men
114,Dakota Johnson,Master of Sport,22,89050529939,Men
115,Craig Long,Third-Class Sportsman,29,89912788897,Women
116,Brandon Perez,Merited Master of Sport,25,89052416505,Men
117,Eric Powers,First-Class Junior Sportsman,25,89535536750,Men
118,Mark Mclaughlin,Second-Class Sportsman,6,89376236651,Men
119,Veronica Vargas,None,13,89782136879,Men
120,Jennifer Ramsey,Third-Class Sportsman,22,89083147535,Men
121,April Hunt,Master of Sport,39,89742443836,Women
122,Ashley Estrada,Second-Class Sportsman,40,89501347468,Men
123,Pamela Taylor,First-Class Sportsman,25,89550207390,Men
124,Kathleen Braun,Master of Sport,27,89897955529,Women
125,Cheyenne Jackson,First-Class Junior Sportsman,35,89126922975,Women
126,Brenda Ellis,Third-Class Sportsman,36,89130316628,Men
127,Amanda Clark,Third-Class Sportsman,17,89003552276,Men
128,Jacob Williams,Merited Master of Sport,29,89546933833,Men
129,Edward Mcdonald,Candidate for Master of Sport,7,89704463697,Men
130,Donald Hoffman,None,27,89799304316,Men
131,Micheal Hopkins,Third-Class Junior Sportsman,39,89656539271,Men
132,Jennifer Proctor MD,None,13,89755632318,Men
133,Sandra Byrd,Second-Class Sportsman,27,89883078243,Men
134,Christopher Allen,Second-Class Sportsman,16,89307030688,Men
135,Tara Flynn,Second-Class Junior Sportsman,12,89048893927,Women
136,Jill Pittman,First-Class Junior Sportsman,12,89386410596,Men
137,Deborah Robinson,First-Class Junior Sportsman,24,89762710502,Men
138,Melinda Hill,Second-Class Junior Sportsman,30,89366132879,Men
139,Richard Terry,Merited Master of Sport,16,89990181283,Men
140,Melanie Strong,Second-Class Sportsman,36,89227307093,Women
141,Mary Frost,Merited Master of Sport,6,89258804024,Women
142,Samuel Krause,None,17,89394615088,Women
143,Rodney Smith,Candidate for Master of Sport,29,89943731321,Women
144,Samuel Padilla,Candidate for Master of Sport,25,89367548018,Women
145,Joshua Nichols,None,10,89067086293,Men
146,Craig Mitchell,Third-Class Sportsman,12,89591783156,Women
147,Todd Griffin,None,16,89664397338,Men
148,Robert Andrade,Second-Class Sportsman,39,89544343205,Women
149,Patrick Kane,Master of Sport,11,89111909076,Women
150,Charles Alexander,First-Class Junior Sportsman,36,89380151159,Women
151,Brian Harris,Second-Class Sportsman,11,89593982096,Men
152,Emily Booker,Merited Master of Sport,28,89337575500,Men
153,Sierra Stewart,First-Class Sportsman,26,89299380663,Men
154,David Page,Third-Class Sportsman,15,89672431916,Men
155,Jacob Carrillo,Third-Class Junior Sportsman,38,89665375563,Men
156,Javier Herring,Second-Class Junior Sportsman,36,89176110048,Women
157,Angela Long,Second-Class Sportsman,19,89108689923,Men
158,Brian Li,Candidate for Master of Sport,8,89626925781,Men
159,John Villegas,Merited Master of Sport,33,89392115455,Women
160,Tony Lewis,Master of Sport of the International Class,35,89145473850,Women
161,Renee Cohen,First-Class Junior Sportsman,11,89733776121,Women
162,Jonathon Galvan,None,19,89088796774,Women
163,Rhonda Wilson,Third-Class Sportsman,10,89473830094,Men
164,Alexander Allen,Second-Class Sportsman,14,89059431425,Men
165,Christine Perez,Merited Master of Sport,36,89076817862,Women
166,Jeffrey Fernandez,Master of Sport of the International Class,6,89068037253,Women
167,Angela Hubbard,Master of Sport,6,89086111895,Men
168,Garrett Perry,Master of Sport,40,89914780019,Women
169,Jessica Williams,Master of Sport,33,89025727778,Men
170,Lawrence Morrison,Master of Sport,33,89511755332,Men
171,Sherry Gonzalez,First-Class Sportsman,16,89296854916,Women
172,Cynthia Preston,Candidate for Master of Sport,33,89439518594,Men
173,Diana Fox,Third-Class Sportsman,12,89776328053,Men
174,Michael Underwood,First-Class Sportsman,29,89522850019,Women
175,Kimberly Harris,None,15,89394485946,Men
176,Cameron Lee,Master of Sport,30,89651606228,Women
177,Patricia Thompson,Second-Class Junior Sportsman,9,89888714969,Women
178,Austin Harris,Master of Sport,30,89256674460,Men
179,Lori Johnston,Third-Class Sportsman,6,89856780177,Men
180,Emily Robinson,First-Class Junior Sportsman,19,89341457289,Women
181,Samantha Pratt,Candidate for Master of Sport,11,89096906353,Women
182,Gwendolyn Ibarra,Master of Sport of the International Class,29,89473638741,Women
183,Christian Mullins,First-Class Junior Sportsman,17,89150810953,Women
184,Ryan Beck,Master of Sport,7,89096132780,Men
185,Jill Mason,Candidate for Master of Sport,35,89364992678,Men
186,Russell Chavez,Master of Sport,39,89078751208,Men
187,Stephen Small,First-Class Junior Sportsman,23,89792958171,Men
188,Victoria Cowan,Master of Sport of the International Class,7,89355577136,Women
189,Stephanie Schmidt,Second-Class Junior Sportsman,21,89675050411,Women
190,Sylvia Hill,Master of Sport,11,89437729912,Women
191,Gregory Smith,Candidate for Master of Sport,27,89528954078,Women
192,Dale Meza,Merited Master of Sport,25,89203000695,Women
193,Kathryn Johnson,Third-Class Sportsman,35,89049464639,Men
194,James Cooper,Third-Class Junior Sportsman,34,89515099535,Women
195,Ashley Lee,Master of Sport,19,89068505133,Men
196,Samantha Fitzgerald,Second-Class Sportsman,19,89375899045,Women
197,Shannon Porter,First-Class Sportsman,21,89383018615,Women
198,Dana Smith,Second-Class Junior Sportsman,10,89121138567,Women
199,Brianna Smith,First-Class Sportsman,38,89636106717,Men
200,Gary Lester,First-Class Junior Sportsman,16,89311143926,Women
201,Rhonda Henderson,Third-Class Junior Sportsman,32,89182712970,Men
202,Angela Gross,None,19,89710704699,Men
203,Veronica Holloway,Third-Class Junior Sportsman,6,89704326244,Women
204,Frank Page,None,10,89350013147,Men
205,Aaron Miles,None,29,89214733028,Men
206,Mr. Calvin Logan,Master of Sport,11,89431159963,Women
207,Evan Mcconnell,First-Class Sportsman,11,89320096361,Women
208,Matthew Christian,Third-Class Junior Sportsman,6,89568668696,Women
209,Mark Terry,Master of Sport,30,89313154992,Women
210,Amanda Sullivan,Merited Master of Sport,16,89951766525,Women
211,Abigail Wong,Second-Class Junior Sportsman,23,89227846810,Men
212,Mrs. Megan Mooney,Second-Class Sportsman,6,89139743344,Men
213,Karen Barnett MD,First-Class Junior Sportsman,18,89582972813,Women
214,Gregory Sawyer,Second-Class Sportsman,6,89066557884,Women
215,Mrs. Tammy Taylor,Second-Class Sportsman,11,89548937969,Women
216,Larry Potter,Master of Sport of the International Class,7,89276618511,Men
217,Ms. Natasha Huang,Third-Class Junior Sportsman,23,89731745339,Women
218,Jason Lee,Candidate for Master of Sport,35,89586607232,Men
219,Nicholas Walker,Third-Class Sportsman,25,89631049042,Women
220,Christina Richardson,Candidate for Master of Sport,6,89771692924,Men
221,Gina Franco,Master of Sport of the International Class,9,89771694855,Women
222,Dawn Randall,First-Class Junior Sportsman,18,89861680677,Men
223,Alexandra David,Master of Sport of the International Class,13,89371584168,Men
224,Leah Brown,Third-Class Junior Sportsman,35,89042498532,Men
225,Andrew Harvey,Merited Master of Sport,31,89077933556,Men
226,Lisa Parsons,Candidate for Master of Sport,27,89832778828,Women
227,Linda Woodard,Second-Class Sportsman,37,89712035358,Men
228,Barbara King,Third-Class Junior Sportsman,25,89788994106,Men
229,Lindsay Cook,First-Class Junior Sportsman,19,89172002497,Men
230,Timothy Gray,Master of Sport of the International Class,36,89868004603,Men
231,Kelly Jacobs,Master of Sport of the International Class,33,89677180600,Men
232,Carla Moore,Third-Class Sportsman,16,89996981704,Women
233,Jody Lambert MD,First-Class Junior Sportsman,27,89854332330,Women
234,Benjamin Romero,Candidate for Master of Sport,24,89767221229,Women
235,Dr. Donald Martinez,First-Class Junior Sportsman,34,89594953856,Men
236,Kathryn Hardy,Candidate for Master of Sport,24,89476034036,Men
237,Matthew Blair,Third-Class Junior Sportsman,39,89245744191,Women
238,Gary Gibson,Third-Class Junior Sportsman,6,89676787473,Women
239,Alexander Salazar,First-Class Sportsman,9,89879319671,Men
240,Todd Lam,Second-Class Sportsman,13,89721287783,Men
241,Victoria Harris,Second-Class Sportsman,16,89426706378,Men
242,Dylan Thompson,Second-Class Junior Sportsman,38,89941346207,Women
243,Amber Avila,Third-Class Sportsman,40,89784619788,Women
244,Cynthia Little,Master of Sport of the International Class,11,89675375441,Women
245,Lori Griffin,Candidate for Master of Sport,6,89843526615,Women
246,Jasmine Valentine,Third-Class Junior Sportsman,12,89172404954,Men
247,Crystal Perry,Third-Class Sportsman,10,89591319655,Men
248,Erin Walker,None,13,89825394518,Women
249,Tracy Downs,Master of Sport of the International Class,31,89171312269,Women
250,Laurie Obrien,Second-Class Junior Sportsman,6,89912022481,Women
251,Marcus Acosta,First-Class Junior Sportsman,40,89603725875,Men
252,Linda Brown,Third-Class Junior Sportsman,30,89392671262,Women
253,Terry Woodard,Merited Master of Sport,21,89183163017,Women
254,Tamara Freeman,Master of Sport,22,89928609738,Women
255,Kimberly Ferguson,Third-Class Junior Sportsman,34,89152367682,Men
256,Tom Morris,Third-Class Sportsman,11,89070286484,Men
257,Brittany Rodriguez,Second-Class Sportsman,28,89175357512,Women
258,Tina Ford,Third-Class Junior Sportsman,15,89643830868,Women
259,Angela Hoover,Master of Sport,40,89443035848,Men
260,Joshua Porter,Third-Class Junior Sportsman,15,89353835047,Men
261,John Greene,Candidate for Master of Sport,6,89319183260,Men
262,Paul Diaz,Master of Sport of the International Class,6,89000628755,Men
263,Andrew Valentine,Third-Class Sportsman,40,89532622535,Women
264,Jeremy Ward,Candidate for Master of Sport,34,89772567936,Women
265,Theresa Branch,Merited Master of Sport,6,89608052899,Women
266,Edward Fox,Candidate for Master of Sport,7,89524583032,Men
267,Megan Arnold,Merited Master of Sport,28,89052481423,Men
268,Jason Armstrong,Third-Class Junior Sportsman,23,89475679347,Women
269,Patricia Scott,Third-Class Junior Sportsman,10,89623480168,Women
270,Aaron Jenkins,Third-Class Sportsman,21,89992733658,Men
271,Susan Hart,Master of Sport,33,89768340414,Men
272,Katherine Howard,Second-Class Junior Sportsman,30,89454656344,Women
273,Roy Freeman,Master of Sport of the International Class,12,89577231509,Women
274,Susan Burgess,Candidate for Master of Sport,24,89090337654,Women
275,Jeffrey Johnson DVM,First-Class Sportsman,15,89864091013,Men
276,Matthew Norton,None,29,89381494168,Women
277,Juan Hale,Second-Class Junior Sportsman,32,89669186761,Women
278,Annette Salazar,First-Class Junior Sportsman,14,89223781894,Men
279,Cheryl Baker,Master of Sport,17,89377358663,Women
280,Megan Yoder,Third-Class Junior Sportsman,7,89748536035,Women
281,John Lyons,Second-Class Sportsman,25,89109082502,Men
282,Jill Chase,Master of Sport of the International Class,11,89001060347,Men
283,Jennifer Lamb,Candidate for Master of Sport,10,89482844693,Women
284,Russell Rodriguez,Second-Class Junior Sportsman,18,89481459576,Men
285,Wayne Stewart,Master of Sport,6,89998672194,Men
286,Susan Martinez,First-Class Junior Sportsman,17,89288178185,Men
287,Lori Brown,First-Class Sportsman,32,89326767730,Women
288,Terri Lewis,Master of Sport of the International Class,26,89612510713,Women
289,Sandra Ford,None,32,89277785628,Men
290,Teresa Hamilton,Third-Class Sportsman,15,89399835877,Men
291,Denise Smith,Third-Class Junior Sportsman,38,89162100830,Men
292,Andrew Goodwin,First-Class Junior Sportsman,35,89732371538,Women
293,Courtney Ferguson,First-Class Sportsman,12,89968434776,Men
294,James Medina,None,14,89897693895,Men
295,Anne Morris,Candidate for Master of Sport,10,89332655044,Men
296,Aaron Lucas,None,26,89450727841,Men
297,Sarah Lewis,Merited Master of Sport,36,89968845253,Women
298,Roy Page,Second-Class Sportsman,28,89276028729,Men
299,Leslie Davis,Master of Sport,40,89127233928,Men
300,Martin Evans,Master of Sport,30,89183401155,Men
301,Sherry Robinson,Master of Sport,13,89210030341,Women
302,Christina Haney,None,19,89955141467,Women
303,Tony Garrett,Merited Master of Sport,33,89033850611,Women
304,Elizabeth Palmer,Master of Sport,15,89606519252,Women
305,Patricia Reid,Master of Sport of the International Class,37,89027980070,Women
306,Richard Barker,Third-Class Sportsman,20,89633504847,Women
307,Cody Palmer,Master of Sport,7,89046296726,Women
308,Jessica Alexander,First-Class Sportsman,14,89957271504,Men
309,Steven Coleman,Third-Class Junior Sportsman,38,89881077373,Men
310,Megan Mills,Second-Class Junior Sportsman,38,89441246246,Women
311,Amanda Campbell,None,28,89331130774,Men
312,Mr. Travis Hart PhD,Third-Class Junior Sportsman,7,89385181791,Men
313,Dawn Martin,First-Class Sportsman,13,89332304384,Women
314,Joseph Koch Jr.,Second-Class Sportsman,40,89806428646,Men
315,Paula Bowers PhD,Second-Class Sportsman,36,89045436766,Men
316,Erica Rodriguez,Third-Class Sportsman,11,89594241454,Women
317,Brenda Scott,None,40,89787285231,Women
318,Diane Malone,Third-Class Sportsman,37,89819771221,Men
319,Wesley Allen,Second-Class Junior Sportsman,36,89375831546,Men
320,Vanessa Phillips,Second-Class Sportsman,25,89897471885,Men
321,Joshua Garcia,First-Class Sportsman,17,89157236322,Women
322,Craig Randall,Third-Class Junior Sportsman,11,89743105990,Men
323,Stephanie Jones,Second-Class Sportsman,29,89256396732,Women
324,Ryan Ponce,None,16,89213210919,Men
325,Tommy Clarke,Merited Master of Sport,23,89217479879,Women
326,Renee Hull,Second-Class Junior Sportsman,40,89941625427,Men
327,Cynthia Butler,First-Class Sportsman,39,89873793916,Women
328,Timothy Wallace,Candidate for Master of Sport,26,89471367453,Women
329,Jennifer Lee DDS,Merited Master of Sport,10,89263011831,Men
330,Shannon Dean,Third-Class Junior Sportsman,19,89304808925,Women
331,Kevin Lane,First-Class Sportsman,8,89341687011,Women
332,Chad Dunlap,Third-Class Junior Sportsman,20,89611439634,Men
333,Kathryn Humphrey,Merited Master of Sport,17,89486576409,Men
334,Robin Rice,Second-Class Junior Sportsman,9,89227765287,Women
335,Danielle Miranda,Candidate for Master of Sport,13,89240083592,Men
336,Matthew Cooke,Master of Sport of the International Class,13,89460255139,Men
337,Justin Flores,None,18,89639787536,Women
338,Tracy Montes,First-Class Junior Sportsman,6,89144892448,Men
339,Evelyn Case,None,28,89356217435,Men
340,Joshua Wang,Merited Master of Sport,29,89600105843,Women
341,Daniel Manning,Master of Sport,30,89982844073,Women
342,Justin Jackson,First-Class Sportsman,10,89505540900,Women
343,Blake Martinez,Third-Class Sportsman,28,89525113455,Men
344,William Snow,Merited Master of Sport,7,89629988457,Men
345,Kyle Santana PhD,Third-Class Sportsman,21,89122954615,Women
346,Alexander Erickson,First-Class Sportsman,18,89121911785,Men
347,Brian Martinez,Second-Class Junior Sportsman,33,89805544210,Men
348,Jesse Cruz,None,21,89814433302,Women
349,David Johnson,Second-Class Junior Sportsman,38,89977481190,Women
350,Steve Waller,Second-Class Junior Sportsman,35,89318796048,Women
351,Danielle Cruz,First-Class Sportsman,26,89936496141,Women
352,Craig Ray,Third-Class Sportsman,28,89214652521,Women
353,Dustin Berger,Merited Master of Sport,37,89013735770,Men
354,Audrey Christian,First-Class Sportsman,10,89180490338,Women
355,Joseph Meza,Master of Sport,13,89733667468,Men
356,Kelsey Wilson,Merited Master of Sport,16,89004857508,Men
357,Theresa Elliott,Third-Class Sportsman,33,89701321795,Men
358,William Martin,Candidate for Master of Sport,15,89562461309,Women
359,Allen Garner,None,37,89028882142,Men
360,Kayla Mitchell,Second-Class Junior Sportsman,29,89848157935,Women
361,Tracy Fleming,Master of Sport of the International Class,30,89355092832,Men
362,Sarah Hill,First-Class Sportsman,25,89702928939,Men
363,Scott Aguilar,Master of Sport of the International Class,33,89239136289,Men
364,Elizabeth Leon,Third-Class Sportsman,25,89186375748,Women
365,Thomas Blanchard,Second-Class Sportsman,12,89271966950,Men
366,Kevin Lopez,None,39,89288779440,Women
367,Miss Ashley Parker,Master of Sport of the International Class,22,89747919784,Women
368,Tamara Ortega,Master of Sport of the International Class,16,89926837911,Women
369,Jamie Shelton,First-Class Junior Sportsman,13,89577325528,Men
370,Willie Wilson,Merited Master of Sport,19,89318968640,Men
371,Jennifer Garcia,First-Class Junior Sportsman,40,89349637243,Men
372,Melissa Campbell,Third-Class Sportsman,33,89796936982,Men
373,Jacob Wiley,Third-Class Junior Sportsman,9,89670861096,Women
374,Donna Lopez,Master of Sport of the International Class,34,89423896078,Women
375,Larry Simpson,Third-Class Sportsman,11,89397171198,Men
376,Ryan Price,Second-Class Sportsman,11,89440206413,Women
377,Karen Franco,Third-Class Junior Sportsman,26,89120726472,Women
378,Erin Myers,Third-Class Junior Sportsman,31,89886598201,Men
379,Sherry Williams,Third-Class Sportsman,37,89167277024,Women
380,Laura Humphrey,Master of Sport of the International Class,17,89121546726,Women
381,Justin Weeks,Master of Sport,19,89757719781,Men
382,Timothy Rojas,Second-Class Junior Sportsman,34,89950463346,Men
383,Erik Hill,Third-Class Sportsman,17,89640183283,Men
384,Teresa Pope,None,39,89687694784,Men
385,Tony Lee,Third-Class Sportsman,15,89377463936,Women
386,John Davis,First-Class Sportsman,20,89664278114,Men
387,Eric West,Master of Sport of the International Class,31,89801551444,Men
388,Robert Montgomery,Third-Class Junior Sportsman,39,89138128034,Women
389,David Jensen,Third-Class Junior Sportsman,20,89831984445,Men
390,Mark Sullivan,First-Class Sportsman,36,89945539758,Women
391,Shannon Greer,Master of Sport of the International Class,37,89009921123,Men
392,Chase Austin,Merited Master of Sport,28,89832186997,Men
393,Mrs. Jessica Wise,Second-Class Junior Sportsman,32,89482777504,Men
394,Eric Ferrell,Third-Class Junior Sportsman,29,89102523734,Men
395,Steven Williams,Third-Class Sportsman,16,89340691951,Men
396,Tracy Johnson,First-Class Sportsman,23,89069904925,Women
397,Brandon Melendez,None,8,89969018980,Men
398,Jessica Franco,Second-Class Sportsman,23,89336711531,Men
399,Jeffrey Duarte,Master of Sport,29,89630353893,Women
400,Annette Elliott,None,34,89440371758,Men
401,Karen Gonzales,Second-Class Junior Sportsman,15,89908084915,Men
402,Brian Richardson,Third-Class Sportsman,11,89850619235,Women
403,Timothy Bryant,Third-Class Junior Sportsman,15,89668389251,Women
404,Vincent Robinson,First-Class Sportsman,25,89077717628,Men
405,Kaitlyn Ortega,Merited Master of Sport,12,89243662322,Men
406,Sean Mejia,None,9,89267237755,Women
407,Jeffrey Reed,None,19,89554181791,Men
408,Ricardo Bond PhD,Candidate for Master of Sport,33,89432092186,Women
409,Robert Pena,Merited Master of Sport,20,89276710323,Men
410,Bailey Alvarez,Third-Class Sportsman,38,89739705498,Men
411,Timothy Alexander,Master of Sport of the International Class,27,89879412209,Men
412,Raymond Mcconnell,First-Class Sportsman,21,89269448591,Women
413,Randy Russell,Second-Class Sportsman,15,89610861615,Women
414,Olivia Cunningham,First-Class Sportsman,27,89561900992,Men
415,Maureen Berger,Merited Master of Sport,35,89860684520,Women
416,Jennifer Gutierrez,Master of Sport,6,89061122120,Women
417,Peter Ashley,Third-Class Sportsman,29,89661767194,Men
418,Douglas Martinez,Candidate for Master of Sport,35,89860995325,Men
419,Thomas Wolfe,Merited Master of Sport,10,89284709001,Women
420,Julia Robbins,First-Class Sportsman,18,89781736469,Women
421,Sarah Berry,Master of Sport of the International Class,14,89912252117,Men
422,Kayla Lopez,Second-Class Sportsman,22,89665979677,Women
423,Adam Larsen,Master of Sport,13,89904640990,Men
424,Edward Mccullough,Merited Master of Sport,40,89095350705,Women
425,Julie Morris MD,First-Class Sportsman,36,89328662210,Men
426,Barbara Gibson,Third-Class Sportsman,29,89643764229,Men
427,Christopher Hall,Second-Class Sportsman,31,89540609631,Women
428,Jennifer Chavez,Third-Class Junior Sportsman,21,89709053780,Men
429,Eric Mclean,Second-Class Junior Sportsman,24,89297711342,Men
430,Eugene Scott,Third-Class Junior Sportsman,27,89054419459,Women
431,John Foley,Third-Class Junior Sportsman,23,89882959141,Men
432,Richard Burnett,Master of Sport of the International Class,37,89148672495,Men
433,Michael Steele,First-Class Junior Sportsman,16,89483955749,Men
434,David Bray,Candidate for Master of Sport,17,89275154503,Men
435,Stephanie Lewis,First-Class Sportsman,33,89309051951,Men
436,Tiffany Williams,None,28,89676622212,Men
437,Frank Garcia,First-Class Junior Sportsman,33,89384238236,Women
438,Alexis Becker,Master of Sport of the International Class,35,89076758375,Women
439,Sheena Perez,Third-Class Junior Sportsman,29,89245109143,Men
440,Carol Jackson,Candidate for Master of Sport,13,89535964338,Men
441,Katie Fernandez,First-Class Sportsman,7,89536994801,Women
442,Karen Ford,Master of Sport,29,89996259813,Men
443,Robert House,Third-Class Sportsman,38,89441977075,Women
444,Ryan Tucker,First-Class Junior Sportsman,25,89310605726,Men
445,Paul Hamilton,Third-Class Junior Sportsman,40,89364311709,Women
446,David Williams,First-Class Sportsman,11,89377095967,Women
447,Tammy Evans,Master of Sport of the International Class,32,89784301603,Men
448,Angela Sanford,Merited Master of Sport,11,89561453540,Men
449,Charles Curtis,Third-Class Sportsman,24,89426509568,Women
450,Frederick Brown,Second-Class Junior Sportsman,7,89694842099,Men
