
63,Emily Palmer,Merited Master of Sport,34,21,89676488117,Men
64,Jeremy Thompson,Merited Master of Sport,19,56,89539351172,Women
65,Wesley Mccullough,First-Class Sportsman,45,32,89061086806,Men
66,Matthew Avila,First-Class Sportsman,35,24,89631338745,Men
67,Mark Taylor,Master of Sport,44,43,89489592403,Women
68,Colleen Cooper,Merited Master of Sport,45,62,89988385751,Men
69,Jeremy Delgado,Master of Sport,39,28,89754454524,Women
70,Lindsay Morgan,Master of Sport,13,60,89034976387,Men
71,Nancy Cole,Merited Master of Sport,9,39,89918118156,Women
72,Maria Glover,Master of Sport of the International Class,25,45,89601647477,Women
73,Jennifer Liu,Master of Sport,9,62,89233988203,Women
74,Debbie Smith,Merited Master of Sport,27,57,89811900496,Women
75,Charles Cook,Master of Sport of the International Class,7,28,89425913804,Women
76,Ryan Rodriguez,Candidate for Master of Sport,50,67,89721386193,Women
77,Matthew Hall,Master of Sport,10,19,89074996396,Women
78,Nicholas Jones,Merited Master of Sport,10,23,89331097037,Men
79,Breanna Gutierrez,Master of Sport of the International Class,26,69,89594689521,Women
80,Brent Salazar,Candidate for Master of Sport,29,48,89040000556,Women
81,Stephanie Andrews MD,Merited Master of Sport,43,52,89524217630,Women
82,Alex Yang,Master of Sport of the International Class,46,38,89623434455,Women
83,Dennis Reid,First-Class Sportsman,12,66,89285454795,Women
84,Michael Flores,Master of Sport,39,58,89602009668,Men
85,Robin Ruiz,First-Class Sportsman,47,69,89196659480,Women
86,Theodore Preston,Master of Sport,35,23,89849296482,Women
87,Bryan Lawrence,Candidate for Master of Sport,18,54,89189197519,Men
88,Kelly Morris,Merited Master of Sport,48,52,89900253336,Women
89,Rebecca Anderson,First-Class Sportsman,42,45,89765278197,Women
90,Jorge Oconnor,Merited Master of Sport,42,24,89959142346,Men
91,Kenneth Fischer,Master of Sport,40,67,89564650147,Women
92,Jason Ramirez,Master of Sport of the International Class,45,67,89020632808,Women
93,Jimmy Bishop MD,Merited Master of Sport,52,42,89354108134,Women
94,Deborah Williams,Master of Sport of the International Class,29,35,89234359828,Women
95,Melanie Ortega,Master of Sport,45,66,89135738993,Women
96,Tara Garrett,Merited Master of Sport,31,51,89671649448,Women
97,Mark Evans,Master of Sport,11,67,89646958263,Women
98,Denise Green,Candidate for Master of Sport,51,27,89489620321,Men
99,Jack Stevens,Master of Sport,32,21,89002345772,Women
100,Steven Lee,Master of Sport,13,47,89908650017,Women
101,Sarah Wagner,Candidate for Master of Sport,24,37,89631776016,Women
102,Olivia Nicholson,Master of Sport,43,34,89447559867,Men
103,Michael Mason,Candidate for Master of Sport,22,30,89573414098,Men
104,Benjamin Mack,Merited Master of Sport,18,67,89704339396,Women
105,Michael Cline,Master of Sport,29,33,89880671370,Men
106,Cory Velez,Master of Sport of the International Class,50,38,89903959737,Women
107,Kyle Henderson,Merited Master of Sport,24,66,89709384292,Women
108,Adam Young,Master of Sport,18,57,89712316627,Women
109,Bruce Decker,Merited Master of Sport,45,27,89840348933,Women
110,Cheryl Kelly,Candidate for Master of Sport,22,46,89406763607,Women
111,Connie Spencer,Candidate for Master of Sport,39,63,89080188487,Men
112,Charles Ray,Merited Master of Sport,15,21,89526064865,Women
113,Chad Riggs,Master of Sport,10,34,89060922712,Women
114,Thomas Jackson,Candidate for Master of Sport,6,49,89461414716,Women
115,Tim Foster,First-Class Sportsman,12,54,89902755447,Men
116,Mr. Johnathan Rich,First-Class Sportsman,16,29,89315551092,Men
117,Amy Ray,Candidate for Master of Sport,19,35,89888611737,Women
118,Linda Nguyen,Candidate for Master of Sport,29,53,89549817966,Men
119,Steven Webb,First-Class Sportsman,6,42,89549492371,Men
120,Jamie Walters,Master of Sport of the International Class,42,46,89319089660,Men
121,Geoffrey Smith,Master of Sport of the International Class,48,39,89024602268,Women
122,Brandon Hardy,Candidate for Master of Sport,16,60,89067587869,Women
123,Ana Bush,Merited Master of Sport,42,59,89200275839,Women
124,Jeffrey Hayes,Master of Sport of the International Class,41,32,89881081197,Men
125,Carl Gutierrez,Master of Sport of the International Class,45,44,89436458792,Men
126,Aaron West,First-Class Sportsman,18,55,89623129683,Men
127,Amanda White,Master of Sport,22,58,89185590459,Men
128,Joshua Collins,Master of Sport,19,22,89746330056,Women
129,Eugene Cox,Master of Sport of the International Class,41,52,89851694340,Women
130,Steven Moore,First-Class Sportsman,25,47,89569485717,Men
131,Stacie Strickland,First-Class Sportsman,35,21,89605892445,Women
132,Nicole Bell,Master of Sport,30,25,89536586672,Women
133,Duane Baker,First-Class Sportsman,38,50,89361529169,Men
134,Denise Case,First-Class Sportsman,46,62,89349722373,Men
135,Nicole Weaver,Master of Sport of the International Class,26,19,89572085705,Women
136,Ms. Katherine Lopez,Master of Sport,44,28,89135215680,Women
137,Roger Thompson,Master of Sport of the International Class,41,20,89916685822,Men
138,Stephen Contreras,Master of Sport of the International Class,13,49,89246576441,Men
139,Susan Guerra,Merited Master of Sport,38,33,89565231619,Women
140,Lisa Pratt,Merited Master of Sport,45,56,89850364651,Men
141,Stephen Rios,Master of Sport,28,58,89046392704,Women
142,Derrick Rodriguez,Master of Sport,51,50,89116553881,Women
143,Katherine Pruitt,Candidate for Master of Sport,52,24,89262383072,Men
144,Stephen Cohen,Master of Sport,16,30,89753407747,Men
145,Grace Martin,Master of Sport,45,47,89915720075,Men
146,Phillip Hicks,Master of Sport,23,52,89000345737,Men
147,Ashley Ford,First-Class Sportsman,51,70,89454457818,Men
148,Laura Davis,Master of Sport,21,46,89284362590,Women
149,Brian Morrow,Master of Sport,51,61,89028019854,Men
150,Tyler Jackson,Candidate for Master of Sport,6,46,89165396426,Men
151,Melissa Stokes,Merited Master of Sport,6,53,89510122277,Women
152,Don Andrews,Merited Master of Sport,34,38,89327957648,Women
153,Angela Wright,Candidate for Master of Sport,38,50,89780820949,Men
154,Robert Forbes,Merited Master of Sport,33,55,89305416586,Women
155,Jasmine Sims,Merited Master of Sport,46,68,89328474277,Men
156,Jeffrey Brady,Master of Sport,44,60,89403432544,Men
157,Ms. Catherine Owens,Merited Master of Sport,29,34,89594588394,Men
158,Elizabeth Holland,Candidate for Master of Sport,16,60,89874887583,Women
159,Dr. Colleen Harris,Merited Master of Sport,12,62,89338326096,Women
160,Adam Williamson,First-Class Sportsman,11,24,89741494595,Women
161,Christian Mckee,Candidate for Master of Sport,19,36,89391956043,Women
162,David Camacho,Master of Sport of the International Class,20,50,89985712664,Men
163,Katrina Cherry,Candidate for Master of Sport,35,60,89750809063,Men
164,James Harris,Candidate for Master of Sport,23,60,89840227592,Men
165,William Huerta,Master of Sport,28,44,89701156781,Women
166,Wayne Francis,First-Class Sportsman,36,27,89664055053,Women
167,Stephen Kim,Candidate for Master of Sport,28,30,89190774003,Men
168,Ashley Green,Candidate for Master of Sport,18,31,89524288523,Men
169,Robert Calderon,Master of Sport of the International Class,33,20,89900365487,Women
170,Jordan Jackson,Master of Sport,47,35,89782412478,Men
171,Ann Marquez,Candidate for Master of Sport,32,31,89968457933,Women
172,Clayton Hunt,Candidate for Master of Sport,40,33,89716158180,Men
173,Curtis Gomez,First-Class Sportsman,43,45,89572094563,Men
174,Dale Johnson,Merited Master of Sport,21,27,89214256973,Women
175,Thomas Price,Candidate for Master of Sport,24,51,89315775223,Men
176,Lauren Garcia,Candidate for Master of Sport,42,38,89541325040,Men
177,Courtney Barron,Master of Sport,46,49,89949631296,Women
178,Jennifer Wells,Merited Master of Sport,32,21,89771477194,Women
179,Joel Dunn,Merited Master of Sport,26,60,89153233842,Men
180,Angela Weaver,First-Class Sportsman,17,48,89122498025,Men
181,Valerie Dunn,Candidate for Master of Sport,6,62,89003559023,Women
182,Michele Black,Master of Sport of the International Class,21,56,89889482695,Men
183,Deanna Hodges,Master of Sport of the International Class,29,30,89810314450,Women
184,Casey Robertson,Master of Sport of the International Class,27,64,89471508527,Women
185,Jacob Green,Merited Master of Sport,50,27,89028856139,Women
186,Jared Johnson,Merited Master of Sport,47,38,89497097327,Men
187,Theodore Gordon,Candidate for Master of Sport,51,56,89037981848,Men
188,Frank Cruz,Master of Sport,35,29,89646716265,Women
189,Angela Beasley,Merited Master of Sport,21,62,89694244799,Men
190,Mr. Christopher Jones MD,Master of Sport,24,21,89050435151,Women
191,Sabrina Ramsey,Candidate for Master of Sport,22,51,89149468252,Men
192,Brooke Harper,First-Class Sportsman,27,35,89992984584,Men
193,Lucas Sullivan,Master of Sport,23,56,89051289571,Men
194,Steven Kelly,Candidate for Master of Sport,40,46,89806153218,Men
195,Dakota Reed,Master of Sport of the International Class,32,68,89540281018,Men
196,Lisa Soto,Master of Sport of the International Class,46,60,89345960180,Men
197,Tracy Stewart,Master of Sport,23,43,89246387978,Women
198,Ryan Payne,Merited Master of Sport,52,61,89865398829,Men
199,Melissa Lara,Merited Master of Sport,36,64,89799138044,Women
200,Sara Williams,Master of Sport of the International Class,15,28,89753293786,Men
201,Steven Rios,Master of Sport of the International Class,6,68,89501171326,Men
202,Tanner Middleton,Candidate for Master of Sport,43,46,89788997250,Women
203,Trevor Hall,First-Class Sportsman,7,21,89736057511,Women
204,Alicia Roberts,Merited Master of Sport,8,45,89288265757,Women
205,Joshua Reyes,Candidate for Master of Sport,8,68,89415582621,Women
206,Bruce Mclaughlin,Master of Sport,34,44,89419933084,Women
207,Charles Beasley,Merited Master of Sport,51,39,89147977967,Women
208,Edward Martin,Merited Master of Sport,28,42,89464542915,Men
209,David Reed,Candidate for Master of Sport,34,46,89998625367,Women
210,Nicholas Newman,Candidate for Master of Sport,30,27,89680374801,Women
211,Bradley Randolph,Master of Sport,46,41,89821488535,Men
212,Kathy Hickman,First-Class Sportsman,42,23,89308453342,Men
213,Shannon Hamilton,Candidate for Master of Sport,14,33,89575136915,Men
214,Valerie Salas,Master of Sport,15,47,89862753632,Men
215,Tracy Middleton,Merited Master of Sport,35,64,89896695258,Men
216,Laura Shields,First-Class Sportsman,11,69,89488384497,Women
217,Laura Brown,Merited Master of Sport,26,40,89945589636,Men
218,Joyce Robinson,Candidate for Master of Sport,42,70,89483008892,Men
219,Kenneth Brooks DDS,First-Class Sportsman,39,61,89056938780,Men
220,Chad Smith,Master of Sport,10,24,89819389181,Men
221,Keith Mitchell,Candidate for Master of Sport,49,40,89526533271,Men
222,Fernando Waller,Master of Sport of the International Class,17,50,89645145660,Men
223,Jocelyn Turner,First-Class Sportsman,9,40,89594021456,Men
224,Micheal Hunt,Master of Sport of the International Class,44,45,89642895082,Men
225,Deanna Ortega,First-Class Sportsman,12,58,89594255812,Women
226,Ashley Whitney,Merited Master of Sport,17,55,89879657566,Men
227,Megan Young,Candidate for Master of Sport,48,49,89506812127,Women
228,Paula Schmitt,First-Class Sportsman,42,50,89945883838,Women
229,Anthony Johnson,Candidate for Master of Sport,20,61,89482520607,Men
230,Jesus Oconnor,First-Class Sportsman,7,38,89641811032,Women
231,Matthew Black,Master of Sport of the International Class,19,39,89653147950,Men
232,Barbara Goodman,Candidate for Master of Sport,25,48,89275980932,Men
233,Gavin Torres,Master of Sport,39,29,89425064568,Men
234,Courtney Turner,Master of Sport of the International Class,18,60,89451383185,Men
235,Emily Davidson,First-Class Sportsman,23,30,89588915862,Men
236,Tonya Charles,Merited Master of Sport,49,40,89067084798,Women
237,Susan Holmes,Candidate for Master of Sport,37,47,89207980426,Men
238,Amanda Payne,First-Class Sportsman,8,48,89305801782,Women
239,Cindy Chapman,Candidate for Master of Sport,36,18,89815623632,Men
240,Donald Jackson,Candidate for Master of Sport,37,53,89581705460,Women
241,Kenneth Williams,Merited Master of Sport,29,67,89829966285,Women
242,Tonya Reed,Master of Sport of the International Class,31,69,89131147462,Men
243,Michelle Holmes,Merited Master of Sport,25,28,89373962077,Women
244,Kimberly Robertson,Merited Master of Sport,18,20,89067512510,Men
245,Willie Watkins,First-Class Sportsman,43,32,89917874737,Women
246,Alexander Krause,Candidate for Master of Sport,28,26,89177652773,Women
247,Amanda Wright,Merited Master of Sport,17,35,89611259785,Men
248,Christopher Wright,Master of Sport of the International Class,15,22,89120413102,Men
249,Elizabeth Perry,Merited Master of Sport,37,18,89743120003,Women
250,Jonathan Henderson,Master of Sport of the International Class,48,63,89349848975,Men
251,Donald Cook,Master of Sport,24,36,89797991438,Men
252,Ann Reed,Candidate for Master of Sport,15,42,89282155812,Men
253,Joshua Spencer,Master of Sport,19,39,89662689179,Men
254,Craig Walker,Merited Master of Sport,24,47,89325389824,Women
255,Andrew Fields,First-Class Sportsman,40,26,89628232636,Men
256,Juan Navarro,Merited Master of Sport,19,55,89421794365,Men
257,Kari Ross,Candidate for Master of Sport,6,39,89994336529,Men
258,Jennifer Miller,Merited Master of Sport,50,33,89324075066,Men
259,Ashley May,Master of Sport,37,31,89115035396,Men
260,William York,Master of Sport,11,60,89404694022,Men
261,James Clark,Master of Sport of the International Class,31,34,89455718926,Men
262,Vanessa Kelly,Candidate for Master of Sport,33,60,89968251285,Women
263,Stephanie Bass,Master of Sport of the International Class,10,34,89196933255,Men
264,Daniel Diaz,Merited Master of Sport,11,30,89480058382,Men
265,Dr. Chad Perry,Candidate for Master of Sport,28,39,89715098521,Women
266,Terry Flowers,First-Class Sportsman,41,50,89036695961,Women
267,Louis Williams,Candidate for Master of Sport,38,28,89409437953,Women
268,Kevin Morrow,Candidate for Master of Sport,22,68,89434602595,Women
269,Melissa Mcintosh,Master of Sport,35,44,89878405581,Men
270,Monica Chen,Merited Master of Sport,52,65,89115346964,Women
271,Christian Parker,Master of Sport,15,49,89701131120,Women
272,Kyle Robinson,Master of Sport,12,19,89370921661,Men
273,Heather Chambers,First-Class Sportsman,36,46,89453795578,Men
274,Mary White,First-Class Sportsman,35,33,89978498774,Men
275,Joseph Hicks,Master of Sport,11,28,89926489768,Men
276,Peter Fox,Candidate for Master of Sport,43,34,89025710876,Men
277,Linda Sanchez,Merited Master of Sport,11,36,89205932867,Men
278,Mr. Charles Hernandez,Merited Master of Sport,27,22,89973384146,Men
279,Erica Wood,First-Class Sportsman,48,24,89473181935,Women
280,Lindsey Hopkins,Candidate for Master of Sport,14,38,89606011310,Women
281,Randy Ritter,First-Class Sportsman,35,51,89697078189,Men
282,Charles Martinez,Master of Sport of the International Class,38,60,89845427332,Women
283,Patrick Wu,First-Class Sportsman,52,44,89515219997,Women
284,Jeremy Washington,Master of Sport of the International Class,32,62,89740223899,Men
285,Timothy Mckinney,First-Class Sportsman,34,57,89756352922,Women
286,Melissa Cruz,Merited Master of Sport,18,26,89321072629,Men
287,Jessica Williams,Master of Sport of the International Class,17,47,89289825123,Men
288,Jason Freeman,Candidate for Master of Sport,52,46,89302058450,Men
289,Tanya Gray,Master of Sport,21,65,89183392227,Women
290,Chelsea Stevens,Master of Sport,52,42,89787837345,Men
291,Keith Brown,Merited Master of Sport,39,27,89719314876,Men
292,Heather Foster,First-Class Sportsman,21,25,89401360876,Men
293,Deborah Silva,Candidate for Master of Sport,39,37,89151677112,Men
294,Amanda Howard,Merited Master of Sport,20,35,89715255820,Women
295,Nicholas Warren,Candidate for Master of Sport,16,48,89448455764,Women
296,Jessica Parker,Master of Sport,26,38,89149983748,Women
297,Mark Munoz,Master of Sport,45,39,89524163927,Women
298,Greg Campbell,Master of Sport of the International Class,32,39,89496211060,Men
299,Vincent Martinez,First-Class Sportsman,46,44,89876278845,Men
300,Dr. Andrew Watkins,Master of Sport of the International Class,49,24,89209499625,Women
301,Justin Flores,Master of Sport,48,56,89291454632,Men
302,Jennifer Howard,First-Class Sportsman,46,43,89318034756,Men
303,Kenneth Smith,Candidate for Master of Sport,20,53,89118801238,Women
304,Tammy Mahoney,Merited Master of Sport,44,66,89923639944,Women
305,Travis Lewis,Master of Sport,10,44,89106708714,Men
306,Eric Webb,Master of Sport of the International Class,15,48,89361280310,Women
307,William Howard,First-Class Sportsman,28,31,89683594550,Women
308,David Ferguson,Master of Sport of the International Class,44,70,89954668793,Men
309,Danielle Warner,Master of Sport,17,70,89623135568,Women
310,Nicholas Rodriguez,Master of Sport,20,51,89500379474,Women
311,Clayton Schroeder,Master of Sport,27,21,89829668293,Men
312,James Le,Candidate for Master of Sport,32,20,89387493953,Women
313,Lee Lowe,First-Class Sportsman,19,70,89797462321,Women
314,Ricky Salazar,Merited Master of Sport,33,60,89156793064,Women
315,Terry Coleman,Master of Sport,40,20,89856625767,Men
316,Kelly Garza,Merited Master of Sport,47,18,89543370767,Men
317,Debra Parker,Master of Sport,28,21,89702025483,Women
318,Kenneth Decker,Master of Sport,36,57,89212263738,Men
319,Andrew Flores,Candidate for Master of Sport,44,22,89060557192,Men
320,Brittany Phelps,Master of Sport,14,36,89491132450,Women
321,Sydney Vincent,Merited Master of Sport,21,41,89485017202,Men
322,Isaac Johnson,Merited Master of Sport,13,43,89181508989,Women
323,Derek Bird,Merited Master of Sport,37,30,89906707319,Women
324,Mr. Daniel Williamson,First-Class Sportsman,29,42,89253488390,Men
325,Elizabeth Gray,First-Class Sportsman,38,62,89790784637,Women
326,Ashley Baker,Master of Sport of the International Class,12,49,89272928179,Women
327,Barry Gordon,Candidate for Master of Sport,37,67,89384146480,Men
328,Jeffery Graves,Merited Master of Sport,51,23,89121893401,Women
329,Michelle Rodriguez DDS,First-Class Sportsman,41,53,89640263164,Women
330,Jennifer Martinez,First-Class Sportsman,14,41,89680380482,Men
331,Terry Brown,Candidate for Master of Sport,49,65,89932626407,Women
332,Angela Davis,Master of Sport,14,47,89343750181,Women
333,Susan Mccarty,Master of Sport,14,65,89761997781,Men
334,Brittany Lopez,First-Class Sportsman,52,61,89199953722,Men
335,Natasha Sutton,Candidate for Master of Sport,45,40,89001486864,Men
336,Mrs. Melissa Newman,Candidate for Master of Sport,50,18,89974188273,Men
337,Christy Anderson,Candidate for Master of Sport,33,39,89907248252,Men
338,Thomas Lopez,Master of Sport of the International Class,51,34,89363230119,Men
339,Tiffany Coffey,Master of Sport,51,54,89282280381,Men
340,Jeffrey Lopez,Candidate for Master of Sport,12,44,89649372475,Women
341,Karen Glass,Master of Sport of the International Class,35,44,89337126420,Women
342,Brooke Oconnor,Merited Master of Sport,19,30,89366902902,Men
343,Carolyn Lewis,Master of Sport,8,33,89611420045,Men
344,Marcus Lewis,Master of Sport of the International Class,44,35,89101222540,Men
345,Tammy Miller,First-Class Sportsman,7,57,89476138698,Men
346,Jennifer Hall,Master of Sport of the International Class,40,41,89055749693,Women
347,Justin Morgan,Master of Sport of the International Class,14,37,89823330254,Women
348,Barbara Hill,Candidate for Master of Sport,17,56,89162513080,Women
349,Joe Garcia,Master of Sport,50,18,89285716248,Men
350,Denise Chase,Master of Sport of the International Class,37,53,89609155565,Men
351,Veronica Murray,First-Class Sportsman,46,62,89613123773,Men
352,Dr. Charles Reyes,Candidate for Master of Sport,14,42,89215540909,Women
353,Gary Buckley,Merited Master of Sport,29,39,89455941152,Women
354,Larry Hartman,Master of Sport,47,48,89992462852,Men
355,Sarah Moore,First-Class Sportsman,40,26,89080920271,Women
356,James Ellis,First-Class Sportsman,39,61,89409600260,Women
357,Ruth Johnson,Master of Sport,19,69,89962573247,Women
358,Christina Jones,Master of Sport of the International Class,37,44,89895532922,Men
359,Sandra Murphy,Candidate for Master of Sport,40,56,89148608519,Women
360,Elizabeth Lowe,First-Class Sportsman,44,41,89995206881,Men
361,Alexander Grant,Master of Sport of the International Class,36,65,89506909791,Women
362,Kayla Shaw,First-Class Sportsman,38,51,89379726692,Men
363,Kristin Duran,Candidate for Master of Sport,28,69,89700005714,Women
364,Theresa Smith,First-Class Sportsman,42,38,89294131772,Women
365,Christopher Singh,Master of Sport,15,40,89461303728,Men
366,Dawn Clay,First-Class Sportsman,52,44,89271268559,Women
367,Elizabeth Jones,Merited Master of Sport,15,27,89247540458,Men
368,Thomas Taylor,Master of Sport,16,24,89703589635,Men
369,Shannon Hall,First-Class Sportsman,39,39,89971208286,Men
370,Kelly Adams,Candidate for Master of Sport,37,33,89898748718,Women
371,Chad York,Candidate for Master of Sport,42,41,89296359770,Women
372,Madison Miller,Master of Sport,38,35,89820834660,Men
373,Kelly Bridges,Merited Master of Sport,31,41,89409228346,Women
374,Allen Anderson,Master of Sport of the International Class,36,62,89757321107,Women
375,Joseph Williams,First-Class Sportsman,35,64,89903754862,Women
376,Mercedes Rogers,Candidate for Master of Sport,16,34,89388707584,Women
377,Norma Ward,Master of Sport,39,60,89868894098,Men
378,Bradley Johnson,Master of Sport,15,35,89625133749,Men
379,Tiffany Young,First-Class Sportsman,44,24,89680124226,Men
380,Amanda Cain,Merited Master of Sport,13,39,89169757329,Men
381,Allen Gonzalez,Master of Sport,44,41,89296322487,Women
382,Barbara Thomas,Candidate for Master of Sport,51,33,89528676427,Women
383,Diane Brady,First-Class Sportsman,36,68,89135517064,Men
384,Jamie Graham,Master of Sport of the International Class,41,45,89910952807,Women
385,Katie Goodman,Merited Master of Sport,10,40,89331647421,Women
386,Tiffany Williams,Master of Sport,34,58,89281072736,Men
387,Edward Ferrell,Master of Sport of the International Class,36,70,89205348098,Men
388,Taylor Arias,Candidate for Master of Sport,38,18,89998351417,Women
389,David Rollins,Merited Master of Sport,33,18,89285610239,Women
390,Cindy King,Master of Sport of the International Class,12,57,89110085692,Women
391,James Davis,Master of Sport,29,19,89938455441,Men
392,Adrienne Tran,Master of Sport of the International Class,13,24,89157726368,Women
393,Michael Melendez,Candidate for Master of Sport,46,46,89816224770,Women
394,Mark Haley,First-Class Sportsman,24,37,89608620276,Men
395,James Stevens,Master of Sport of the International Class,25,54,89804465891,Women
396,Lauren Harris,Master of Sport,34,55,89016906631,Men
397,Derrick Martin,Master of Sport of the International Class,16,60,89264872790,Women
398,Alyssa Oliver,Candidate for Master of Sport,20,60,89742149635,Women
399,William Riley,Master of Sport of the International Class,18,36,89177380796,Men
400,Jason Perez,Master of Sport,39,24,89190892684,Men
401,Kirsten Gonzalez,Candidate for Master of Sport,35,70,89997052322,Women
402,Robert Hayes,Candidate for Master of Sport,16,46,89223829862,Men
403,Sergio Douglas,Master of Sport,35,48,89249836294,Men
404,Lisa Benson,Master of Sport of the International Class,45,66,89762064676,Men
405,Yesenia Salas,Candidate for Master of Sport,29,49,89970772006,Women
406,Valerie Cowan,First-Class Sportsman,40,41,89478332805,Men
407,Jessica Hanson,Merited Master of Sport,39,48,89728955420,Men
408,Madison Daniels,First-Class Sportsman,24,38,89112128760,Women
409,Marcus Tate,Merited Master of Sport,33,69,89155210759,Men
410,Cheryl Baldwin,Merited Master of Sport,38,25,89874913495,Men
411,Michael Jackson,Merited Master of Sport,6,35,89379245577,Men
412,Laura Watson,Master of Sport,25,38,89319762764,Men
413,Heidi Miranda,Candidate for Master of Sport,12,35,89790548114,Men
414,Robert Davis,Candidate for Master of Sport,22,42,89813836696,Men
415,Deborah Gray,Merited Master of Sport,33,28,89196582437,Women
416,Madison Santana,Master of Sport of the International Class,49,38,89417174094,Men
417,Audrey Spears,Merited Master of Sport,34,33,89149775556,Women
418,Michael Johnson,First-Class Sportsman,46,68,89046876861,Women
419,Brian Taylor,First-Class Sportsman,18,26,89037424668,Men
420,Austin Lara,Master of Sport of the International Class,13,19,89061476946,Women
421,Misty Lam,First-Class Sportsman,26,67,89191177768,Women
422,Tara May,Master of Sport,34,41,89516925734,Men
423,Samuel Pena,Candidate for Master of Sport,7,43,89803200290,Women
424,Barbara Martinez,First-Class Sportsman,6,43,89755270210,Men
425,Julie Garcia,Merited Master of Sport,8,58,89000415551,Men
426,Tyler Wallace,Candidate for Master of Sport,40,57,89862979242,Men
427,Patrick Davis,Merited Master of Sport,23,69,89966761829,Men
428,William Williams,First-Class Sportsman,33,54,89000561172,Men
429,Brandon Calhoun,First-Class Sportsman,47,41,89905522377,Men
430,Frank Watson,Merited Master of Sport,9,69,89700697232,Women
431,Cody Martin,Master of Sport,32,44,89643112649,Men
